time,axial_temp_19
0,0
10000000,831.29558432495
20000000,843.9450035558
30000000,843.93610274766
40000000,843.93614772948
50000000,843.93614772948
60000000,843.93614772948
70000000,843.93614772948
80000000,843.93614772948
90000000,843.93614772948
100000000,843.93614772948
110000000,843.93614772948
120000000,843.93614772948
130000000,843.93614772948
140000000,843.93614772948
150000000,843.93614772948
160000000,843.93614772948
170000000,843.93614772948
180000000,843.93614772948
190000000,843.93614772948
200000000,843.93614772948
210000000,843.93614772948
220000000,843.93614772948
230000000,843.93614772948
240000000,843.93614772948
250000000,843.93614772948
260000000,843.93614772948
270000000,843.93614772948
280000000,843.93614772948
290000000,843.93614772948
300000000,843.93614772948
310000000,843.93614772948
315576000,843.93614772948
