time,axial_temp_3
0,0
10000000,823.86610715355
20000000,837.82810361284
30000000,837.8142285079
40000000,837.81426844958
50000000,837.81426844958
60000000,837.81426844958
70000000,837.81426844958
80000000,837.81426844958
90000000,837.81426844958
100000000,837.81426844958
110000000,837.81426844958
120000000,837.81426844958
130000000,837.81426844958
140000000,837.81426844958
150000000,837.81426844958
160000000,837.81426844958
170000000,837.81426844958
180000000,837.81426844958
190000000,837.81426844958
200000000,837.81426844958
210000000,837.81426844958
220000000,837.81426844958
230000000,837.81426844958
240000000,837.81426844958
250000000,837.81426844958
260000000,837.81426844958
270000000,837.81426844958
280000000,837.81426844958
290000000,837.81426844958
300000000,837.81426844958
310000000,837.81426844958
315576000,837.81426844958
