time,axial_pressure_9
0,0
10000000,1048713.4649675
20000000,650050.99183308
30000000,1048958.3992303
40000000,1048712.6231893
50000000,1048713.7343975
60000000,1048713.7343975
70000000,1048713.7343975
80000000,1048713.7343975
90000000,1048713.7343975
100000000,1048713.7343975
110000000,1048713.7343975
120000000,1048713.7343975
130000000,1048713.7343975
140000000,1048713.7343975
150000000,1048713.7343975
160000000,1048713.7343975
170000000,1048713.7343975
180000000,1048713.7343975
190000000,1048713.7343975
200000000,1048713.7343975
210000000,1048713.7343975
220000000,1048713.7343975
230000000,1048713.7343975
240000000,1048713.7343975
250000000,1048713.7343975
260000000,1048713.7343975
270000000,1048713.7343975
280000000,1048713.7343975
290000000,1048713.7343975
300000000,1048713.7343975
310000000,1048713.7343975
315576000,1048713.7343975
