time,axial_pressure_29
0,0
10000000,606495.74697685
20000000,342561.70752165
30000000,606701.9199046
40000000,606495.10834845
50000000,606495.92291686
60000000,606495.92291686
70000000,606495.92291686
80000000,606495.92291686
90000000,606495.92291686
100000000,606495.92291686
110000000,606495.92291686
120000000,606495.92291686
130000000,606495.92291686
140000000,606495.92291686
150000000,606495.92291686
160000000,606495.92291686
170000000,606495.92291686
180000000,606495.92291686
190000000,606495.92291686
200000000,606495.92291686
210000000,606495.92291686
220000000,606495.92291686
230000000,606495.92291686
240000000,606495.92291686
250000000,606495.92291686
260000000,606495.92291686
270000000,606495.92291686
280000000,606495.92291686
290000000,606495.92291686
300000000,606495.92291686
310000000,606495.92291686
315576000,606495.92291686
