time,axial_pow_32
0,0
10000000,1822670.3310612
20000000,1822670.3310612
30000000,1822670.3310612
40000000,1822670.3310612
50000000,1822670.3310612
60000000,1822670.3310612
70000000,1822670.3310612
80000000,1822670.3310612
90000000,1822670.3310612
100000000,1822670.3310612
110000000,1822670.3310612
120000000,1822670.3310612
130000000,1822670.3310612
140000000,1822670.3310612
150000000,1822670.3310612
160000000,1822670.3310612
170000000,1822670.3310612
180000000,1822670.3310612
190000000,1822670.3310612
200000000,1822670.3310612
210000000,1822670.3310612
220000000,1822670.3310612
230000000,1822670.3310612
240000000,1822670.3310612
250000000,1822670.3310612
260000000,1822670.3310612
270000000,1822670.3310612
280000000,1822670.3310612
290000000,1822670.3310612
300000000,1822670.3310612
310000000,1822670.3310612
315576000,1822670.3310612
