time,axial_temp_8
0,0
10000000,829.35292985959
20000000,843.39275075945
30000000,843.38221569771
40000000,843.38226301091
50000000,843.38226301091
60000000,843.38226301091
70000000,843.38226301091
80000000,843.38226301091
90000000,843.38226301091
100000000,843.38226301091
110000000,843.38226301091
120000000,843.38226301091
130000000,843.38226301091
140000000,843.38226301091
150000000,843.38226301091
160000000,843.38226301091
170000000,843.38226301091
180000000,843.38226301091
190000000,843.38226301091
200000000,843.38226301091
210000000,843.38226301091
220000000,843.38226301091
230000000,843.38226301091
240000000,843.38226301091
250000000,843.38226301091
260000000,843.38226301091
270000000,843.38226301091
280000000,843.38226301091
290000000,843.38226301091
300000000,843.38226301091
310000000,843.38226301091
315576000,843.38226301091
