time,axial_temp_15
0,0
10000000,832.85423670579
20000000,846.29904698596
30000000,846.28964621386
40000000,846.28969114744
50000000,846.28969114744
60000000,846.28969114744
70000000,846.28969114744
80000000,846.28969114744
90000000,846.28969114744
100000000,846.28969114744
110000000,846.28969114744
120000000,846.28969114744
130000000,846.28969114744
140000000,846.28969114744
150000000,846.28969114744
160000000,846.28969114744
170000000,846.28969114744
180000000,846.28969114744
190000000,846.28969114744
200000000,846.28969114744
210000000,846.28969114744
220000000,846.28969114744
230000000,846.28969114744
240000000,846.28969114744
250000000,846.28969114744
260000000,846.28969114744
270000000,846.28969114744
280000000,846.28969114744
290000000,846.28969114744
300000000,846.28969114744
310000000,846.28969114744
315576000,846.28969114744
