time,axial_pressure_12
0,0
10000000,1083142.0848085
20000000,697704.62223822
30000000,1083375.4527848
40000000,1083141.2715846
50000000,1083142.3615494
60000000,1083142.3615494
70000000,1083142.3615494
80000000,1083142.3615494
90000000,1083142.3615494
100000000,1083142.3615494
110000000,1083142.3615494
120000000,1083142.3615494
130000000,1083142.3615494
140000000,1083142.3615494
150000000,1083142.3615494
160000000,1083142.3615494
170000000,1083142.3615494
180000000,1083142.3615494
190000000,1083142.3615494
200000000,1083142.3615494
210000000,1083142.3615494
220000000,1083142.3615494
230000000,1083142.3615494
240000000,1083142.3615494
250000000,1083142.3615494
260000000,1083142.3615494
270000000,1083142.3615494
280000000,1083142.3615494
290000000,1083142.3615494
300000000,1083142.3615494
310000000,1083142.3615494
315576000,1083142.3615494
