time,axial_pressure_19
0,0
10000000,1034112.9078175
20000000,672493.38324954
30000000,1034324.4113072
40000000,1034112.0959313
50000000,1034113.1751806
60000000,1034113.1751806
70000000,1034113.1751806
80000000,1034113.1751806
90000000,1034113.1751806
100000000,1034113.1751806
110000000,1034113.1751806
120000000,1034113.1751806
130000000,1034113.1751806
140000000,1034113.1751806
150000000,1034113.1751806
160000000,1034113.1751806
170000000,1034113.1751806
180000000,1034113.1751806
190000000,1034113.1751806
200000000,1034113.1751806
210000000,1034113.1751806
220000000,1034113.1751806
230000000,1034113.1751806
240000000,1034113.1751806
250000000,1034113.1751806
260000000,1034113.1751806
270000000,1034113.1751806
280000000,1034113.1751806
290000000,1034113.1751806
300000000,1034113.1751806
310000000,1034113.1751806
315576000,1034113.1751806
