time,axial_temp_9
0,0
10000000,830.31936164726
20000000,844.3366765626
30000000,844.32630218087
40000000,844.32634910542
50000000,844.32634910542
60000000,844.32634910542
70000000,844.32634910542
80000000,844.32634910542
90000000,844.32634910542
100000000,844.32634910542
110000000,844.32634910542
120000000,844.32634910542
130000000,844.32634910542
140000000,844.32634910542
150000000,844.32634910542
160000000,844.32634910542
170000000,844.32634910542
180000000,844.32634910542
190000000,844.32634910542
200000000,844.32634910542
210000000,844.32634910542
220000000,844.32634910542
230000000,844.32634910542
240000000,844.32634910542
250000000,844.32634910542
260000000,844.32634910542
270000000,844.32634910542
280000000,844.32634910542
290000000,844.32634910542
300000000,844.32634910542
310000000,844.32634910542
315576000,844.32634910542
