time,axial_temp_32
0,0
10000000,808.60867745988
20000000,816.31201291959
30000000,816.30307314752
40000000,816.30312507099
50000000,816.30312507099
60000000,816.30312507099
70000000,816.30312507099
80000000,816.30312507099
90000000,816.30312507099
100000000,816.30312507099
110000000,816.30312507099
120000000,816.30312507099
130000000,816.30312507099
140000000,816.30312507099
150000000,816.30312507099
160000000,816.30312507099
170000000,816.30312507099
180000000,816.30312507099
190000000,816.30312507099
200000000,816.30312507099
210000000,816.30312507099
220000000,816.30312507099
230000000,816.30312507099
240000000,816.30312507099
250000000,816.30312507099
260000000,816.30312507099
270000000,816.30312507099
280000000,816.30312507099
290000000,816.30312507099
300000000,816.30312507099
310000000,816.30312507099
315576000,816.30312507099
