time,axial_pow_25
0,0
10000000,3283726.3294572
20000000,3283726.3294572
30000000,3283726.3294572
40000000,3283726.3294572
50000000,3283726.3294572
60000000,3283726.3294572
70000000,3283726.3294572
80000000,3283726.3294572
90000000,3283726.3294572
100000000,3283726.3294572
110000000,3283726.3294572
120000000,3283726.3294572
130000000,3283726.3294572
140000000,3283726.3294572
150000000,3283726.3294572
160000000,3283726.3294572
170000000,3283726.3294572
180000000,3283726.3294572
190000000,3283726.3294572
200000000,3283726.3294572
210000000,3283726.3294572
220000000,3283726.3294572
230000000,3283726.3294572
240000000,3283726.3294572
250000000,3283726.3294572
260000000,3283726.3294572
270000000,3283726.3294572
280000000,3283726.3294572
290000000,3283726.3294572
300000000,3283726.3294572
310000000,3283726.3294572
315576000,3283726.3294572
