time,axial_pow_1
0,0
10000000,3669616.4605643
20000000,3669616.4605643
30000000,3669616.4605643
40000000,3669616.4605643
50000000,3669616.4605643
60000000,3669616.4605643
70000000,3669616.4605643
80000000,3669616.4605643
90000000,3669616.4605643
100000000,3669616.4605643
110000000,3669616.4605643
120000000,3669616.4605643
130000000,3669616.4605643
140000000,3669616.4605643
150000000,3669616.4605643
160000000,3669616.4605643
170000000,3669616.4605643
180000000,3669616.4605643
190000000,3669616.4605643
200000000,3669616.4605643
210000000,3669616.4605643
220000000,3669616.4605643
230000000,3669616.4605643
240000000,3669616.4605643
250000000,3669616.4605643
260000000,3669616.4605643
270000000,3669616.4605643
280000000,3669616.4605643
290000000,3669616.4605643
300000000,3669616.4605643
310000000,3669616.4605643
315576000,3669616.4605643
