time,axial_temp_18
0,0
10000000,831.92607319891
20000000,844.79603844667
30000000,844.78717202551
40000000,844.78721554698
50000000,844.78721554698
60000000,844.78721554698
70000000,844.78721554698
80000000,844.78721554698
90000000,844.78721554698
100000000,844.78721554698
110000000,844.78721554698
120000000,844.78721554698
130000000,844.78721554698
140000000,844.78721554698
150000000,844.78721554698
160000000,844.78721554698
170000000,844.78721554698
180000000,844.78721554698
190000000,844.78721554698
200000000,844.78721554698
210000000,844.78721554698
220000000,844.78721554698
230000000,844.78721554698
240000000,844.78721554698
250000000,844.78721554698
260000000,844.78721554698
270000000,844.78721554698
280000000,844.78721554698
290000000,844.78721554698
300000000,844.78721554698
310000000,844.78721554698
315576000,844.78721554698
