time,axial_pow_17
0,0
10000000,4357411.5989074
20000000,4357411.5989074
30000000,4357411.5989074
40000000,4357411.5989074
50000000,4357411.5989074
60000000,4357411.5989074
70000000,4357411.5989074
80000000,4357411.5989074
90000000,4357411.5989074
100000000,4357411.5989074
110000000,4357411.5989074
120000000,4357411.5989074
130000000,4357411.5989074
140000000,4357411.5989074
150000000,4357411.5989074
160000000,4357411.5989074
170000000,4357411.5989074
180000000,4357411.5989074
190000000,4357411.5989074
200000000,4357411.5989074
210000000,4357411.5989074
220000000,4357411.5989074
230000000,4357411.5989074
240000000,4357411.5989074
250000000,4357411.5989074
260000000,4357411.5989074
270000000,4357411.5989074
280000000,4357411.5989074
290000000,4357411.5989074
300000000,4357411.5989074
310000000,4357411.5989074
315576000,4357411.5989074
