time,axial_temp_21
0,0
10000000,829.57041318468
20000000,841.67906049708
30000000,841.67075646293
40000000,841.67079829884
50000000,841.67079829884
60000000,841.67079829884
70000000,841.67079829884
80000000,841.67079829884
90000000,841.67079829884
100000000,841.67079829884
110000000,841.67079829884
120000000,841.67079829884
130000000,841.67079829884
140000000,841.67079829884
150000000,841.67079829884
160000000,841.67079829884
170000000,841.67079829884
180000000,841.67079829884
190000000,841.67079829884
200000000,841.67079829884
210000000,841.67079829884
220000000,841.67079829884
230000000,841.67079829884
240000000,841.67079829884
250000000,841.67079829884
260000000,841.67079829884
270000000,841.67079829884
280000000,841.67079829884
290000000,841.67079829884
300000000,841.67079829884
310000000,841.67079829884
315576000,841.67079829884
