time,axial_temp_23
0,0
10000000,827.2541258912
20000000,838.78534456456
30000000,838.77733874883
40000000,838.77737738716
50000000,838.77737738716
60000000,838.77737738716
70000000,838.77737738716
80000000,838.77737738716
90000000,838.77737738716
100000000,838.77737738716
110000000,838.77737738716
120000000,838.77737738716
130000000,838.77737738716
140000000,838.77737738716
150000000,838.77737738716
160000000,838.77737738716
170000000,838.77737738716
180000000,838.77737738716
190000000,838.77737738716
200000000,838.77737738716
210000000,838.77737738716
220000000,838.77737738716
230000000,838.77737738716
240000000,838.77737738716
250000000,838.77737738716
260000000,838.77737738716
270000000,838.77737738716
280000000,838.77737738716
290000000,838.77737738716
300000000,838.77737738716
310000000,838.77737738716
315576000,838.77737738716
