time,axial_pow_22
0,0
10000000,3832555.1274288
20000000,3832555.1274288
30000000,3832555.1274288
40000000,3832555.1274288
50000000,3832555.1274288
60000000,3832555.1274288
70000000,3832555.1274288
80000000,3832555.1274288
90000000,3832555.1274288
100000000,3832555.1274288
110000000,3832555.1274288
120000000,3832555.1274288
130000000,3832555.1274288
140000000,3832555.1274288
150000000,3832555.1274288
160000000,3832555.1274288
170000000,3832555.1274288
180000000,3832555.1274288
190000000,3832555.1274288
200000000,3832555.1274288
210000000,3832555.1274288
220000000,3832555.1274288
230000000,3832555.1274288
240000000,3832555.1274288
250000000,3832555.1274288
260000000,3832555.1274288
270000000,3832555.1274288
280000000,3832555.1274288
290000000,3832555.1274288
300000000,3832555.1274288
310000000,3832555.1274288
315576000,3832555.1274288
