time,axial_temp_29
0,0
10000000,817.53006425318
20000000,826.88965162457
30000000,826.88223759441
40000000,826.88226810252
50000000,826.88226810252
60000000,826.88226810252
70000000,826.88226810252
80000000,826.88226810252
90000000,826.88226810252
100000000,826.88226810252
110000000,826.88226810252
120000000,826.88226810252
130000000,826.88226810252
140000000,826.88226810252
150000000,826.88226810252
160000000,826.88226810252
170000000,826.88226810252
180000000,826.88226810252
190000000,826.88226810252
200000000,826.88226810252
210000000,826.88226810252
220000000,826.88226810252
230000000,826.88226810252
240000000,826.88226810252
250000000,826.88226810252
260000000,826.88226810252
270000000,826.88226810252
280000000,826.88226810252
290000000,826.88226810252
300000000,826.88226810252
310000000,826.88226810252
315576000,826.88226810252
