time,axial_temp_27
0,0
10000000,821.08271398962
20000000,831.18023944272
30000000,831.17318351549
40000000,831.17321741624
50000000,831.17321741624
60000000,831.17321741624
70000000,831.17321741624
80000000,831.17321741624
90000000,831.17321741624
100000000,831.17321741624
110000000,831.17321741624
120000000,831.17321741624
130000000,831.17321741624
140000000,831.17321741624
150000000,831.17321741624
160000000,831.17321741624
170000000,831.17321741624
180000000,831.17321741624
190000000,831.17321741624
200000000,831.17321741624
210000000,831.17321741624
220000000,831.17321741624
230000000,831.17321741624
240000000,831.17321741624
250000000,831.17321741624
260000000,831.17321741624
270000000,831.17321741624
280000000,831.17321741624
290000000,831.17321741624
300000000,831.17321741624
310000000,831.17321741624
315576000,831.17321741624
