time,axial_temp_12
0,0
10000000,832.30834632078
20000000,846.13474419716
30000000,846.12484250818
40000000,846.12488855619
50000000,846.12488855619
60000000,846.12488855619
70000000,846.12488855619
80000000,846.12488855619
90000000,846.12488855619
100000000,846.12488855619
110000000,846.12488855619
120000000,846.12488855619
130000000,846.12488855619
140000000,846.12488855619
150000000,846.12488855619
160000000,846.12488855619
170000000,846.12488855619
180000000,846.12488855619
190000000,846.12488855619
200000000,846.12488855619
210000000,846.12488855619
220000000,846.12488855619
230000000,846.12488855619
240000000,846.12488855619
250000000,846.12488855619
260000000,846.12488855619
270000000,846.12488855619
280000000,846.12488855619
290000000,846.12488855619
300000000,846.12488855619
310000000,846.12488855619
315576000,846.12488855619
