time,axial_temp_11
0,0
10000000,831.80141308796
20000000,845.71706072867
30000000,845.70699375956
40000000,845.70703924425
50000000,845.70703924425
60000000,845.70703924425
70000000,845.70703924425
80000000,845.70703924425
90000000,845.70703924425
100000000,845.70703924425
110000000,845.70703924425
120000000,845.70703924425
130000000,845.70703924425
140000000,845.70703924425
150000000,845.70703924425
160000000,845.70703924425
170000000,845.70703924425
180000000,845.70703924425
190000000,845.70703924425
200000000,845.70703924425
210000000,845.70703924425
220000000,845.70703924425
230000000,845.70703924425
240000000,845.70703924425
250000000,845.70703924425
260000000,845.70703924425
270000000,845.70703924425
280000000,845.70703924425
290000000,845.70703924425
300000000,845.70703924425
310000000,845.70703924425
315576000,845.70703924425
