T_solid,id,x,y,z
813.91031693807,801,0,0.0099,0.34
814.04841195641,802,0,0.0101,0.34
814.18379937498,803,0,0.0103,0.34
814.31658333498,804,0,0.0105,0.34
813.7562048663,823,0,0.0097,0.35
813.89711800163,824,0,0.0099,0.35
814.03521301997,825,0,0.0101,0.35
814.17060043852,826,0,0.0103,0.35
814.30338439852,827,0,0.0105,0.35
813.74262335202,846,0,0.0097,0.36
813.88353648733,847,0,0.0099,0.36
814.02163150565,848,0,0.0101,0.36
814.1570189242,849,0,0.0103,0.36
814.2898028842,850,0,0.0105,0.36
813.72865925988,869,0,0.0097,0.37
813.86957239517,870,0,0.0099,0.37
814.00766741347,871,0,0.0101,0.37
814.14305483201,872,0,0.0103,0.37
814.27583879201,873,0,0.0105,0.37
813.71431258987,892,0,0.0097,0.38
813.85522572513,893,0,0.0099,0.38
813.99332074342,894,0,0.0101,0.38
814.12870816195,895,0,0.0103,0.38
814.26149212195,896,0,0.0105,0.38
813.69958334199,915,0,0.0097,0.39
813.84049647724,916,0,0.0099,0.39
813.97859149551,917,0,0.0101,0.39
814.11397891403,918,0,0.0103,0.39
814.24676287402,919,0,0.0105,0.39
813.68447151625,938,0,0.0097,0.4
813.82538465147,939,0,0.0099,0.4
813.96347966973,940,0,0.0101,0.4
814.09886708824,941,0,0.0103,0.4
814.23165104823,942,0,0.0105,0.4
813.66897711264,961,0,0.0097,0.41
813.80989024784,962,0,0.0099,0.41
813.94798526608,963,0,0.0101,0.41
814.08337268459,964,0,0.0103,0.41
814.21615664457,965,0,0.0105,0.41
813.65310013117,984,0,0.0097,0.42
813.79401326635,985,0,0.0099,0.42
813.93210828457,986,0,0.0101,0.42
814.06749570306,987,0,0.0103,0.42
814.20027966305,988,0,0.0105,0.42
813.63684057184,1007,0,0.0097,0.43
813.77775370699,1008,0,0.0099,0.43
813.9158487252,1009,0,0.0101,0.43
814.05123614368,1010,0,0.0103,0.43
814.18402010366,1011,0,0.0105,0.43
813.62019843464,1030,0,0.0097,0.44
813.76111156976,1031,0,0.0099,0.44
813.89920658795,1032,0,0.0101,0.44
814.03459400642,1033,0,0.0103,0.44
814.1673779664,1034,0,0.0105,0.44
813.60317371957,1053,0,0.0097,0.45
813.74408685467,1054,0,0.0099,0.45
813.88218187284,1055,0,0.0101,0.45
814.0175692913,1056,0,0.0103,0.45
814.15035325128,1057,0,0.0105,0.45
813.58576642664,1076,0,0.0097,0.46
813.72667956172,1077,0,0.0099,0.46
813.86477457987,1078,0,0.0101,0.46
814.00016199832,1079,0,0.0103,0.46
814.13294595829,1080,0,0.0105,0.46
813.56797655585,1099,0,0.0097,0.47
813.7088896909,1100,0,0.0099,0.47
813.84698470903,1101,0,0.0101,0.47
813.98237212747,1102,0,0.0103,0.47
814.11515608743,1103,0,0.0105,0.47
813.54980410719,1122,0,0.0097,0.48
813.69071724221,1123,0,0.0099,0.48
813.82881226033,1124,0,0.0101,0.48
813.96419967875,1125,0,0.0103,0.48
814.09698363872,1126,0,0.0105,0.48
813.53124908067,1145,0,0.0097,0.49
813.67216221566,1146,0,0.0099,0.49
813.81025723376,1147,0,0.0101,0.49
813.94564465217,1148,0,0.0103,0.49
814.07842861213,1149,0,0.0105,0.49
813.51231147628,1168,0,0.0097,0.5
813.65322461125,1169,0,0.0099,0.5
813.79131962932,1170,0,0.0101,0.5
813.92670704773,1171,0,0.0103,0.5
814.05949100768,1172,0,0.0105,0.5
813.49299129404,1191,0,0.0097,0.51
813.63390442897,1192,0,0.0099,0.51
813.77199944702,1193,0,0.0101,0.51
813.90738686541,1194,0,0.0103,0.51
814.04017082537,1195,0,0.0105,0.51
813.47328853392,1214,0,0.0097,0.52
813.61420166883,1215,0,0.0099,0.52
813.75229668686,1216,0,0.0101,0.52
813.88768410524,1217,0,0.0103,0.52
814.02046806519,1218,0,0.0105,0.52
813.45320319595,1237,0,0.0097,0.53
813.59411633082,1238,0,0.0099,0.53
813.73221134883,1239,0,0.0101,0.53
813.8675987672,1240,0,0.0103,0.53
814.00038272714,1241,0,0.0105,0.53
813.43273528011,1260,0,0.0097,0.54
813.57364841495,1261,0,0.0099,0.54
813.71174343294,1262,0,0.0101,0.54
813.8471308513,1263,0,0.0103,0.54
813.97991481124,1264,0,0.0105,0.54
813.41188478641,1283,0,0.0097,0.55
813.55279792122,1284,0,0.0099,0.55
813.69089293919,1285,0,0.0101,0.55
813.82628035753,1286,0,0.0103,0.55
813.95906431746,1287,0,0.0105,0.55
813.39065171484,1306,0,0.0097,0.56
813.53156484962,1307,0,0.0099,0.56
813.66965986757,1308,0,0.0101,0.56
813.80504728589,1309,0,0.0103,0.56
813.93783124583,1310,0,0.0105,0.56
813.36903606541,1329,0,0.0097,0.57
813.50994920016,1330,0,0.0099,0.57
813.64804421808,1331,0,0.0101,0.57
813.7834316364,1332,0,0.0103,0.57
813.91621559633,1333,0,0.0105,0.57
813.34703783813,1352,0,0.0097,0.58
813.48795097284,1353,0,0.0099,0.58
813.62604599074,1354,0,0.0101,0.58
813.76143340904,1355,0,0.0103,0.58
813.89421736896,1356,0,0.0105,0.58
813.32465703297,1375,0,0.0097,0.59
813.46557016765,1376,0,0.0099,0.59
813.60366518553,1377,0,0.0101,0.59
813.73905260382,1378,0,0.0103,0.59
813.87183656374,1379,0,0.0105,0.59
813.30189364996,1398,0,0.0097,0.6
813.44280678461,1399,0,0.0099,0.6
813.58090180246,1400,0,0.0101,0.6
813.71628922073,1401,0,0.0103,0.6
813.84907318064,1402,0,0.0105,0.6
813.27874768908,1421,0,0.0097,0.61
813.4196608237,1422,0,0.0099,0.61
813.55775584152,1423,0,0.0101,0.61
813.69314325978,1424,0,0.0103,0.61
813.82592721969,1425,0,0.0105,0.61
813.25521915035,1444,0,0.0097,0.62
813.39613228492,1445,0,0.0099,0.62
813.53422730272,1446,0,0.0101,0.62
813.66961472097,1447,0,0.0103,0.62
813.80239868087,1448,0,0.0105,0.62
813.23130803375,1467,0,0.0097,0.63
813.37222116829,1468,0,0.0099,0.63
813.51031618607,1469,0,0.0101,0.63
813.64570360429,1470,0,0.0103,0.63
813.77848756419,1471,0,0.0105,0.63
813.20701433929,1490,0,0.0097,0.64
813.34792747379,1491,0,0.0099,0.64
813.48602249154,1492,0,0.0101,0.64
813.62140990976,1493,0,0.0103,0.64
813.75419386965,1494,0,0.0105,0.64
813.18233806697,1513,0,0.0097,0.65
813.32325120143,1514,0,0.0099,0.65
813.46134621916,1515,0,0.0101,0.65
813.59673363736,1516,0,0.0103,0.65
813.72951759725,1517,0,0.0105,0.65
813.15727921679,1536,0,0.0097,0.66
813.29819235122,1537,0,0.0099,0.66
813.43628736891,1538,0,0.0101,0.66
813.5716747871,1539,0,0.0103,0.66
813.70445874698,1540,0,0.0105,0.66
813.13183778875,1559,0,0.0097,0.67
813.27275092313,1560,0,0.0099,0.67
813.41084594081,1561,0,0.0101,0.67
813.54623335897,1562,0,0.0103,0.67
813.67901731885,1563,0,0.0105,0.67
813.10601378284,1582,0,0.0097,0.68
813.24692691719,1583,0,0.0099,0.68
813.38502193484,1584,0,0.0101,0.68
813.52040935299,1585,0,0.0103,0.68
813.65319331286,1586,0,0.0105,0.68
813.07980719908,1605,0,0.0097,0.69
813.22072033339,1606,0,0.0099,0.69
813.35881535101,1607,0,0.0101,0.69
813.49420276914,1608,0,0.0103,0.69
813.62698672901,1609,0,0.0105,0.69
813.05321803746,1628,0,0.0097,0.7
813.19413117173,1629,0,0.0099,0.7
813.33222618932,1630,0,0.0101,0.7
813.46761360743,1631,0,0.0103,0.7
813.6003975673,1632,0,0.0105,0.7
813.02624629798,1651,0,0.0097,0.71
813.16715943221,1652,0,0.0099,0.71
813.30525444976,1653,0,0.0101,0.71
813.44064186787,1654,0,0.0103,0.71
813.57342582773,1655,0,0.0105,0.71
812.99889198063,1674,0,0.0097,0.72
813.13980511482,1675,0,0.0099,0.72
813.27790013235,1676,0,0.0101,0.72
813.41328755044,1677,0,0.0103,0.72
813.54607151029,1678,0,0.0105,0.72
812.97115508543,1697,0,0.0097,0.73
813.11206821958,1698,0,0.0099,0.73
813.25016323708,1699,0,0.0101,0.73
813.38555065515,1700,0,0.0103,0.73
813.518334615,1701,0,0.0105,0.73
812.94303561237,1720,0,0.0097,0.74
813.08394874648,1721,0,0.0099,0.74
813.22204376395,1722,0,0.0101,0.74
813.357431182,1723,0,0.0103,0.74
813.49021514184,1724,0,0.0105,0.74
812.91453356146,1743,0,0.0097,0.75
813.05544669552,1744,0,0.0099,0.75
813.19354171296,1745,0,0.0101,0.75
813.32892913099,1746,0,0.0103,0.75
813.46171309083,1747,0,0.0105,0.75
812.88564893268,1766,0,0.0097,0.76
813.0265620667,1767,0,0.0099,0.76
813.16465708411,1768,0,0.0101,0.76
813.30004450212,1769,0,0.0103,0.76
813.43282846195,1770,0,0.0105,0.76
812.85638172604,1789,0,0.0097,0.77
812.99729486002,1790,0,0.0099,0.77
813.1353898774,1791,0,0.0101,0.77
813.27077729539,1792,0,0.0103,0.77
813.40356125522,1793,0,0.0105,0.77
812.82673194155,1812,0,0.0097,0.78
812.96764507548,1813,0,0.0099,0.78
813.10574009283,1814,0,0.0101,0.78
813.2411275108,1815,0,0.0103,0.78
813.37391147062,1816,0,0.0105,0.78
812.7966995792,1835,0,0.0097,0.79
812.93761271308,1836,0,0.0099,0.79
813.0757077304,1837,0,0.0101,0.79
813.21109514836,1838,0,0.0103,0.79
813.34387910817,1839,0,0.0105,0.79
812.76628463899,1858,0,0.0097,0.8
812.90719777283,1859,0,0.0099,0.8
813.04529279011,1860,0,0.0101,0.8
813.18068020805,1861,0,0.0103,0.8
813.31346416786,1862,0,0.0105,0.8
812.73548712093,1881,0,0.0097,0.81
812.87640025472,1882,0,0.0099,0.81
813.01449527197,1883,0,0.0101,0.81
813.14988268989,1884,0,0.0103,0.81
813.28266664969,1885,0,0.0105,0.81
812.704307025,1904,0,0.0097,0.82
812.84522015875,1905,0,0.0099,0.82
812.98331517596,1906,0,0.0101,0.82
813.11870259386,1907,0,0.0103,0.82
813.25148655366,1908,0,0.0105,0.82
812.67274435122,1927,0,0.0097,0.83
812.81365748492,1928,0,0.0099,0.83
812.9517525021,1929,0,0.0101,0.83
813.08713991998,1930,0,0.0103,0.83
813.21992387978,1931,0,0.0105,0.83
812.64079909959,1950,0,0.0097,0.84
812.78171223324,1951,0,0.0099,0.84
812.91980725039,1952,0,0.0101,0.84
813.05519466825,1953,0,0.0103,0.84
813.18797862803,1954,0,0.0105,0.84
812.6084712701,1973,0,0.0097,0.85
812.7493844037,1974,0,0.0099,0.85
812.88747942081,1975,0,0.0101,0.85
813.02286683865,1976,0,0.0103,0.85
813.15565079843,1977,0,0.0105,0.85
812.57576086275,1996,0,0.0097,0.86
812.7166739963,1997,0,0.0099,0.86
812.85476901338,1998,0,0.0101,0.86
812.9901564312,1999,0,0.0103,0.86
813.12294039097,2000,0,0.0105,0.86
812.54266787754,2019,0,0.0097,0.87
812.68358101105,2020,0,0.0099,0.87
812.82167602809,2021,0,0.0101,0.87
812.95706344589,2022,0,0.0103,0.87
813.08984740566,2023,0,0.0105,0.87
812.50919231449,2042,0,0.0097,0.88
812.65010544794,2043,0,0.0099,0.88
812.78820046495,2044,0,0.0101,0.88
812.92358788272,2045,0,0.0103,0.88
813.05637184249,2046,0,0.0105,0.88
812.47533417357,2065,0,0.0097,0.89
812.61624730697,2066,0,0.0099,0.89
812.75434232395,2067,0,0.0101,0.89
812.8897297417,2068,0,0.0103,0.89
813.02251370146,2069,0,0.0105,0.89
812.4410934548,2088,0,0.0097,0.9
812.58200658815,2089,0,0.0099,0.9
812.72010160509,2090,0,0.0101,0.9
812.85548902283,2091,0,0.0103,0.9
812.98827298257,2092,0,0.0105,0.9
812.40647015818,2111,0,0.0097,0.91
812.54738329148,2112,0,0.0099,0.91
812.68547830838,2113,0,0.0101,0.91
812.82086572609,2114,0,0.0103,0.91
812.95364968583,2115,0,0.0105,0.91
812.3714642837,2134,0,0.0097,0.92
812.51237741695,2135,0,0.0099,0.92
812.65047243381,2136,0,0.0101,0.92
812.7858598515,2137,0,0.0103,0.92
812.91864381124,2138,0,0.0105,0.92
812.33607583137,2157,0,0.0097,0.93
812.47698896456,2158,0,0.0099,0.93
812.61508398139,2159,0,0.0101,0.93
812.75047139906,2160,0,0.0103,0.93
812.88325535879,2161,0,0.0105,0.93
812.30030480119,2180,0,0.0097,0.94
812.44121793433,2181,0,0.0099,0.94
812.57931295111,2182,0,0.0101,0.94
812.71470036876,2183,0,0.0103,0.94
812.84748432848,2184,0,0.0105,0.94
812.26415119315,2203,0,0.0097,0.95
812.40506432623,2204,0,0.0099,0.95
812.54315934298,2205,0,0.0101,0.95
812.67854676061,2206,0,0.0103,0.95
812.81133072032,2207,0,0.0105,0.95
812.22761500726,2226,0,0.0097,0.96
812.36852814029,2227,0,0.0099,0.96
812.506623157,2228,0,0.0101,0.96
812.6420105746,2229,0,0.0103,0.96
812.77479453431,2230,0,0.0105,0.96
812.19069624352,2249,0,0.0097,0.97
812.33160937649,2250,0,0.0099,0.97
812.46970439316,2251,0,0.0101,0.97
812.60509181074,2252,0,0.0103,0.97
812.73787577044,2253,0,0.0105,0.97
812.15339490192,2272,0,0.0097,0.98
812.29430803484,2273,0,0.0099,0.98
812.43240305147,2274,0,0.0101,0.98
812.56779046903,2275,0,0.0103,0.98
812.70057442872,2276,0,0.0105,0.98
812.11571098248,2295,0,0.0097,0.99
812.25662411533,2296,0,0.0099,0.99
812.39471913193,2297,0,0.0101,0.99
812.53010654946,2298,0,0.0103,0.99
812.66289050914,2299,0,0.0105,0.99
812.07764448518,2318,0,0.0097,1
812.21855761798,2319,0,0.0099,1
812.35665263453,2320,0,0.0101,1
812.49204005204,2321,0,0.0103,1
812.62482401171,2322,0,0.0105,1
812.03919541003,2341,0,0.0097,1.01
812.18010854277,2342,0,0.0099,1.01
812.31820355928,2343,0,0.0101,1.01
812.45359097676,2344,0,0.0103,1.01
812.58637493643,2345,0,0.0105,1.01
812.00036375703,2364,0,0.0097,1.02
812.14127688971,2365,0,0.0099,1.02
812.27937190618,2366,0,0.0101,1.02
812.41475932364,2367,0,0.0103,1.02
812.5475432833,2368,0,0.0105,1.02
811.96114952617,2387,0,0.0097,1.03
812.1020626588,2388,0,0.0099,1.03
812.24015767523,2389,0,0.0101,1.03
812.37554509266,2390,0,0.0103,1.03
812.50832905232,2391,0,0.0105,1.03
811.92155271747,2410,0,0.0097,1.04
812.06246585004,2411,0,0.0099,1.04
812.20056086642,2412,0,0.0101,1.04
812.33594828383,2413,0,0.0103,1.04
812.46873224348,2414,0,0.0105,1.04
811.88157333092,2433,0,0.0097,1.05
812.02248646342,2434,0,0.0099,1.05
812.16058147977,2435,0,0.0101,1.05
812.29596889715,2436,0,0.0103,1.05
812.42875285679,2437,0,0.0105,1.05
811.84121136652,2456,0,0.0097,1.06
811.98212449896,2457,0,0.0099,1.06
812.12021951526,2458,0,0.0101,1.06
812.25560693262,2459,0,0.0103,1.06
812.38839089225,2460,0,0.0105,1.06
811.80046682427,2479,0,0.0097,1.07
811.94137995665,2480,0,0.0099,1.07
812.07947497291,2481,0,0.0101,1.07
812.21486239024,2482,0,0.0103,1.07
812.34764634986,2483,0,0.0105,1.07
811.75933970417,2502,0,0.0097,1.08
811.90025283649,2503,0,0.0099,1.08
812.0383478527,2504,0,0.0101,1.08
812.17373527001,2505,0,0.0103,1.08
812.30651922963,2506,0,0.0105,1.08
811.71783000622,2525,0,0.0097,1.09
811.85874313848,2526,0,0.0099,1.09
811.99683815465,2527,0,0.0101,1.09
812.13222557193,2528,0,0.0103,1.09
812.26500953154,2529,0,0.0105,1.09
811.67593773042,2548,0,0.0097,1.1
811.81685086262,2549,0,0.0099,1.1
811.95494587874,2550,0,0.0101,1.1
812.090333296,2551,0,0.0103,1.1
812.2231172556,2552,0,0.0105,1.1
811.63366287678,2571,0,0.0097,1.11
811.77457600891,2572,0,0.0099,1.11
811.91267102499,2573,0,0.0101,1.11
812.04805844222,2574,0,0.0103,1.11
812.18084240181,2575,0,0.0105,1.11
811.59100544529,2594,0,0.0097,1.12
811.73191857735,2595,0,0.0099,1.12
811.87001359339,2596,0,0.0101,1.12
812.00540101059,2597,0,0.0103,1.12
812.13818497017,2598,0,0.0105,1.12
811.54796543595,2617,0,0.0097,1.13
811.68887856795,2618,0,0.0099,1.13
811.82697358394,2619,0,0.0101,1.13
811.96236100111,2620,0,0.0103,1.13
812.09514496069,2621,0,0.0105,1.13
811.50454284876,2640,0,0.0097,1.14
811.6454559807,2641,0,0.0099,1.14
811.78355099664,2642,0,0.0101,1.14
811.91893841379,2643,0,0.0103,1.14
812.05172237335,2644,0,0.0105,1.14
811.46073768373,2663,0,0.0097,1.15
811.6016508156,2664,0,0.0099,1.15
811.73974583149,2665,0,0.0101,1.15
811.87513324862,2666,0,0.0103,1.15
812.00791720817,2667,0,0.0105,1.15
811.41654994085,2686,0,0.0097,1.16
811.55746307265,2687,0,0.0099,1.16
811.6955580885,2688,0,0.0101,1.16
811.8309455056,2689,0,0.0103,1.16
811.96372946515,2690,0,0.0105,1.16
811.37197962013,2709,0,0.0097,1.17
811.51289275186,2710,0,0.0099,1.17
811.65098776766,2711,0,0.0101,1.17
811.78637518473,2712,0,0.0103,1.17
811.91915914427,2713,0,0.0105,1.17
811.32702672156,2732,0,0.0097,1.18
811.46793985322,2733,0,0.0099,1.18
811.60603486898,2734,0,0.0101,1.18
811.74142228602,2735,0,0.0103,1.18
811.87420624555,2736,0,0.0105,1.18
811.28169124514,2755,0,0.0097,1.19
811.42260437674,2756,0,0.0099,1.19
811.56069939245,2757,0,0.0101,1.19
811.69608680946,2758,0,0.0103,1.19
811.82887076898,2759,0,0.0105,1.19
811.23597319088,2778,0,0.0097,1.2
811.37688632241,2779,0,0.0099,1.2
811.51498133807,2780,0,0.0101,1.2
811.65036875505,2781,0,0.0103,1.2
811.78315271457,2782,0,0.0105,1.2
811.18987255878,2801,0,0.0097,1.21
811.33078569024,2802,0,0.0099,1.21
811.46888070585,2803,0,0.0101,1.21
811.6042681228,2804,0,0.0103,1.21
811.73705208231,2805,0,0.0105,1.21
811.14338934883,2824,0,0.0097,1.22
811.28430248022,2825,0,0.0099,1.22
811.42239749578,2826,0,0.0101,1.22
811.55778491271,2827,0,0.0103,1.22
811.6905688722,2828,0,0.0105,1.22
811.09652356104,2847,0,0.0097,1.23
811.23743669236,2848,0,0.0099,1.23
811.37553170787,2849,0,0.0101,1.23
811.51091912477,2850,0,0.0103,1.23
811.64370308425,2851,0,0.0105,1.23
811.04927519541,2870,0,0.0097,1.24
811.19018832666,2871,0,0.0099,1.24
811.32828334212,2872,0,0.0101,1.24
811.46367075899,2873,0,0.0103,1.24
811.59645471846,2874,0,0.0105,1.24
811.00164425194,2893,0,0.0097,1.25
811.14255738311,2894,0,0.0099,1.25
811.28065239852,2895,0,0.0101,1.25
811.41603981536,2896,0,0.0103,1.25
811.54882377483,2897,0,0.0105,1.25
810.95363073062,2916,0,0.0097,1.26
811.09454386172,2917,0,0.0099,1.26
811.23263887708,2918,0,0.0101,1.26
811.36802629389,2919,0,0.0103,1.26
811.50081025334,2920,0,0.0105,1.26
810.90523463146,2939,0,0.0097,1.27
811.04614776249,2940,0,0.0099,1.27
811.1842427778,2941,0,0.0101,1.27
811.31963019457,2942,0,0.0103,1.27
811.45241415402,2943,0,0.0105,1.27
810.85645595446,2962,0,0.0097,1.28
810.99736908542,2963,0,0.0099,1.28
811.13546410067,2964,0,0.0101,1.28
811.27085151742,2965,0,0.0103,1.28
811.40363547686,2966,0,0.0105,1.28
810.80729469962,2985,0,0.0097,1.29
810.9482078305,2986,0,0.0099,1.29
811.0863028457,2987,0,0.0101,1.29
811.22169026242,2988,0,0.0103,1.29
811.35447422185,2989,0,0.0105,1.29
810.75775086694,3008,0,0.0097,1.3
810.89866399775,3009,0,0.0099,1.3
811.0367590129,3010,0,0.0101,1.3
811.17214642958,3011,0,0.0103,1.3
811.304930389,3012,0,0.0105,1.3
810.70782445642,3031,0,0.0097,1.31
810.84873758715,3032,0,0.0099,1.31
810.98683260225,3033,0,0.0101,1.31
811.1222200189,3034,0,0.0103,1.31
811.25500397831,3035,0,0.0105,1.31
810.65751546805,3054,0,0.0097,1.32
810.79842859871,3055,0,0.0099,1.32
810.93652361375,3056,0,0.0101,1.32
811.07191103038,3057,0,0.0103,1.32
811.20469498978,3058,0,0.0105,1.32
810.60682390185,3077,0,0.0097,1.33
810.74773703243,3078,0,0.0099,1.33
810.88583204742,3079,0,0.0101,1.33
811.02121946401,3080,0,0.0103,1.33
811.1540034234,3081,0,0.0105,1.33
810.55574975782,3100,0,0.0097,1.34
810.69666288832,3101,0,0.0099,1.34
810.83475790325,3102,0,0.0101,1.34
810.97014531981,3103,0,0.0103,1.34
811.10292927919,3104,0,0.0105,1.34
810.50429303594,3123,0,0.0097,1.35
