time,axial_temp_6
0,0
10000000,827.03533236314
20000000,841.05878366165
30000000,841.04809239829
40000000,841.04813843994
50000000,841.04813843994
60000000,841.04813843994
70000000,841.04813843994
80000000,841.04813843994
90000000,841.04813843994
100000000,841.04813843994
110000000,841.04813843994
120000000,841.04813843994
130000000,841.04813843994
140000000,841.04813843994
150000000,841.04813843994
160000000,841.04813843994
170000000,841.04813843994
180000000,841.04813843994
190000000,841.04813843994
200000000,841.04813843994
210000000,841.04813843994
220000000,841.04813843994
230000000,841.04813843994
240000000,841.04813843994
250000000,841.04813843994
260000000,841.04813843994
270000000,841.04813843994
280000000,841.04813843994
290000000,841.04813843994
300000000,841.04813843994
310000000,841.04813843994
315576000,841.04813843994
