time,axial_pow_11
0,0
10000000,4277187.1755632
20000000,4277187.1755632
30000000,4277187.1755632
40000000,4277187.1755632
50000000,4277187.1755632
60000000,4277187.1755632
70000000,4277187.1755632
80000000,4277187.1755632
90000000,4277187.1755632
100000000,4277187.1755632
110000000,4277187.1755632
120000000,4277187.1755632
130000000,4277187.1755632
140000000,4277187.1755632
150000000,4277187.1755632
160000000,4277187.1755632
170000000,4277187.1755632
180000000,4277187.1755632
190000000,4277187.1755632
200000000,4277187.1755632
210000000,4277187.1755632
220000000,4277187.1755632
230000000,4277187.1755632
240000000,4277187.1755632
250000000,4277187.1755632
260000000,4277187.1755632
270000000,4277187.1755632
280000000,4277187.1755632
290000000,4277187.1755632
300000000,4277187.1755632
310000000,4277187.1755632
315576000,4277187.1755632
