time,axial_temp_5
0,0
10000000,825.77285557997
20000000,839.76792029085
30000000,839.75718617795
40000000,839.75722425638
50000000,839.75722425638
60000000,839.75722425638
70000000,839.75722425638
80000000,839.75722425638
90000000,839.75722425638
100000000,839.75722425638
110000000,839.75722425638
120000000,839.75722425638
130000000,839.75722425638
140000000,839.75722425638
150000000,839.75722425638
160000000,839.75722425638
170000000,839.75722425638
180000000,839.75722425638
190000000,839.75722425638
200000000,839.75722425638
210000000,839.75722425638
220000000,839.75722425638
230000000,839.75722425638
240000000,839.75722425638
250000000,839.75722425638
260000000,839.75722425638
270000000,839.75722425638
280000000,839.75722425638
290000000,839.75722425638
300000000,839.75722425638
310000000,839.75722425638
315576000,839.75722425638
