time,axial_pow_5
0,0
10000000,3463202.9673196
20000000,3463202.9673196
30000000,3463202.9673196
40000000,3463202.9673196
50000000,3463202.9673196
60000000,3463202.9673196
70000000,3463202.9673196
80000000,3463202.9673196
90000000,3463202.9673196
100000000,3463202.9673196
110000000,3463202.9673196
120000000,3463202.9673196
130000000,3463202.9673196
140000000,3463202.9673196
150000000,3463202.9673196
160000000,3463202.9673196
170000000,3463202.9673196
180000000,3463202.9673196
190000000,3463202.9673196
200000000,3463202.9673196
210000000,3463202.9673196
220000000,3463202.9673196
230000000,3463202.9673196
240000000,3463202.9673196
250000000,3463202.9673196
260000000,3463202.9673196
270000000,3463202.9673196
280000000,3463202.9673196
290000000,3463202.9673196
300000000,3463202.9673196
310000000,3463202.9673196
315576000,3463202.9673196
