time,axial_pressure_3
0,0
10000000,956012.36988096
20000000,533030.29175055
30000000,956441.81054414
40000000,956011.32709437
50000000,956012.59541823
60000000,956012.59541823
70000000,956012.59541823
80000000,956012.59541823
90000000,956012.59541823
100000000,956012.59541823
110000000,956012.59541823
120000000,956012.59541823
130000000,956012.59541823
140000000,956012.59541823
150000000,956012.59541823
160000000,956012.59541823
170000000,956012.59541823
180000000,956012.59541823
190000000,956012.59541823
200000000,956012.59541823
210000000,956012.59541823
220000000,956012.59541823
230000000,956012.59541823
240000000,956012.59541823
250000000,956012.59541823
260000000,956012.59541823
270000000,956012.59541823
280000000,956012.59541823
290000000,956012.59541823
300000000,956012.59541823
310000000,956012.59541823
315576000,956012.59541823
