time,axial_temp_1
0,0
10000000,824.14859008177
20000000,837.29076047545
30000000,837.27013450603
40000000,837.27023023
50000000,837.27023023
60000000,837.27023023
70000000,837.27023023
80000000,837.27023023
90000000,837.27023023
100000000,837.27023023
110000000,837.27023023
120000000,837.27023023
130000000,837.27023023
140000000,837.27023023
150000000,837.27023023
160000000,837.27023023
170000000,837.27023023
180000000,837.27023023
190000000,837.27023023
200000000,837.27023023
210000000,837.27023023
220000000,837.27023023
230000000,837.27023023
240000000,837.27023023
250000000,837.27023023
260000000,837.27023023
270000000,837.27023023
280000000,837.27023023
290000000,837.27023023
300000000,837.27023023
310000000,837.27023023
315576000,837.27023023
