time,axial_temp_14
0,0
10000000,832.83587444096
20000000,846.43992038929
30000000,846.43032250977
40000000,846.43036665314
50000000,846.43036665314
60000000,846.43036665314
70000000,846.43036665314
80000000,846.43036665314
90000000,846.43036665314
100000000,846.43036665314
110000000,846.43036665314
120000000,846.43036665314
130000000,846.43036665314
140000000,846.43036665314
150000000,846.43036665314
160000000,846.43036665314
170000000,846.43036665314
180000000,846.43036665314
190000000,846.43036665314
200000000,846.43036665314
210000000,846.43036665314
220000000,846.43036665314
230000000,846.43036665314
240000000,846.43036665314
250000000,846.43036665314
260000000,846.43036665314
270000000,846.43036665314
280000000,846.43036665314
290000000,846.43036665314
300000000,846.43036665314
310000000,846.43036665314
315576000,846.43036665314
