time,axial_pressure_1
0,0
10000000,2458650.6793187
20000000,1517414.2920573
30000000,2460160.4638289
40000000,2458643.7024323
50000000,2458650.9329926
60000000,2458650.9329926
70000000,2458650.9329926
80000000,2458650.9329926
90000000,2458650.9329926
100000000,2458650.9329926
110000000,2458650.9329926
120000000,2458650.9329926
130000000,2458650.9329926
140000000,2458650.9329926
150000000,2458650.9329926
160000000,2458650.9329926
170000000,2458650.9329926
180000000,2458650.9329926
190000000,2458650.9329926
200000000,2458650.9329926
210000000,2458650.9329926
220000000,2458650.9329926
230000000,2458650.9329926
240000000,2458650.9329926
250000000,2458650.9329926
260000000,2458650.9329926
270000000,2458650.9329926
280000000,2458650.9329926
290000000,2458650.9329926
300000000,2458650.9329926
310000000,2458650.9329926
315576000,2458650.9329926
