time,axial_pow_10
0,0
10000000,4188029.8394078
20000000,4188029.8394078
30000000,4188029.8394078
40000000,4188029.8394078
50000000,4188029.8394078
60000000,4188029.8394078
70000000,4188029.8394078
80000000,4188029.8394078
90000000,4188029.8394078
100000000,4188029.8394078
110000000,4188029.8394078
120000000,4188029.8394078
130000000,4188029.8394078
140000000,4188029.8394078
150000000,4188029.8394078
160000000,4188029.8394078
170000000,4188029.8394078
180000000,4188029.8394078
190000000,4188029.8394078
200000000,4188029.8394078
210000000,4188029.8394078
220000000,4188029.8394078
230000000,4188029.8394078
240000000,4188029.8394078
250000000,4188029.8394078
260000000,4188029.8394078
270000000,4188029.8394078
280000000,4188029.8394078
290000000,4188029.8394078
300000000,4188029.8394078
310000000,4188029.8394078
315576000,4188029.8394078
