time,axial_pow_3
0,0
10000000,3183562.0234543
20000000,3183562.0234543
30000000,3183562.0234543
40000000,3183562.0234543
50000000,3183562.0234543
60000000,3183562.0234543
70000000,3183562.0234543
80000000,3183562.0234543
90000000,3183562.0234543
100000000,3183562.0234543
110000000,3183562.0234543
120000000,3183562.0234543
130000000,3183562.0234543
140000000,3183562.0234543
150000000,3183562.0234543
160000000,3183562.0234543
170000000,3183562.0234543
180000000,3183562.0234543
190000000,3183562.0234543
200000000,3183562.0234543
210000000,3183562.0234543
220000000,3183562.0234543
230000000,3183562.0234543
240000000,3183562.0234543
250000000,3183562.0234543
260000000,3183562.0234543
270000000,3183562.0234543
280000000,3183562.0234543
290000000,3183562.0234543
300000000,3183562.0234543
310000000,3183562.0234543
315576000,3183562.0234543
