time,axial_temp_4
0,0
10000000,824.63191506633
20000000,838.60764391581
30000000,838.59631465398
40000000,838.59634464748
50000000,838.59634464748
60000000,838.59634464748
70000000,838.59634464748
80000000,838.59634464748
90000000,838.59634464748
100000000,838.59634464748
110000000,838.59634464748
120000000,838.59634464748
130000000,838.59634464748
140000000,838.59634464748
150000000,838.59634464748
160000000,838.59634464748
170000000,838.59634464748
180000000,838.59634464748
190000000,838.59634464748
200000000,838.59634464748
210000000,838.59634464748
220000000,838.59634464748
230000000,838.59634464748
240000000,838.59634464748
250000000,838.59634464748
260000000,838.59634464748
270000000,838.59634464748
280000000,838.59634464748
290000000,838.59634464748
300000000,838.59634464748
310000000,838.59634464748
315576000,838.59634464748
