time,axial_temp_31
0,0
10000000,814.23970349692
20000000,822.69190360337
30000000,822.68177549978
40000000,822.68184269616
50000000,822.68184269616
60000000,822.68184269616
70000000,822.68184269616
80000000,822.68184269616
90000000,822.68184269616
100000000,822.68184269616
110000000,822.68184269616
120000000,822.68184269616
130000000,822.68184269616
140000000,822.68184269616
150000000,822.68184269616
160000000,822.68184269616
170000000,822.68184269616
180000000,822.68184269616
190000000,822.68184269616
200000000,822.68184269616
210000000,822.68184269616
220000000,822.68184269616
230000000,822.68184269616
240000000,822.68184269616
250000000,822.68184269616
260000000,822.68184269616
270000000,822.68184269616
280000000,822.68184269616
290000000,822.68184269616
300000000,822.68184269616
310000000,822.68184269616
315576000,822.68184269616
