time,axial_temp_16
0,0
10000000,832.70879491799
20000000,845.99326595389
30000000,845.98387892179
40000000,845.98392478893
50000000,845.98392478893
60000000,845.98392478893
70000000,845.98392478893
80000000,845.98392478893
90000000,845.98392478893
100000000,845.98392478893
110000000,845.98392478893
120000000,845.98392478893
130000000,845.98392478893
140000000,845.98392478893
150000000,845.98392478893
160000000,845.98392478893
170000000,845.98392478893
180000000,845.98392478893
190000000,845.98392478893
200000000,845.98392478893
210000000,845.98392478893
220000000,845.98392478893
230000000,845.98392478893
240000000,845.98392478893
250000000,845.98392478893
260000000,845.98392478893
270000000,845.98392478893
280000000,845.98392478893
290000000,845.98392478893
300000000,845.98392478893
310000000,845.98392478893
315576000,845.98392478893
