time,axial_pressure_6
0,0
10000000,976863.76014921
20000000,571069.87376775
30000000,977176.11783844
40000000,976862.65051912
50000000,976864.01338953
60000000,976864.01338953
70000000,976864.01338953
80000000,976864.01338953
90000000,976864.01338953
100000000,976864.01338953
110000000,976864.01338953
120000000,976864.01338953
130000000,976864.01338953
140000000,976864.01338953
150000000,976864.01338953
160000000,976864.01338953
170000000,976864.01338953
180000000,976864.01338953
190000000,976864.01338953
200000000,976864.01338953
210000000,976864.01338953
220000000,976864.01338953
230000000,976864.01338953
240000000,976864.01338953
250000000,976864.01338953
260000000,976864.01338953
270000000,976864.01338953
280000000,976864.01338953
290000000,976864.01338953
300000000,976864.01338953
310000000,976864.01338953
315576000,976864.01338953
