Level-0-pin_id,Level-1-plane_id,power_density,volume,x_coord,y_coord
2,9,1695.6441685083,9.0909598956578e-06,-6.389005234113e-07,-1.2204269112541e-07
2,10,1716.7781509452,9.0909598956578e-06,-6.389005234113e-07,-1.2204269112541e-07
2,11,1719.4238605524,9.0909598956578e-06,-6.389005234113e-07,-1.2204269112541e-07
2,12,1703.5582449669,9.0909598956578e-06,-6.389005234113e-07,-1.2204269112541e-07
2,13,1669.4569907149,9.0909598956578e-06,-6.389005234113e-07,-1.2204269112541e-07
2,14,1617.7396107313,9.0909598956578e-06,-6.389005234113e-07,-1.2204269112541e-07
2,15,1549.4892256849,9.0909598956578e-06,-6.389005234113e-07,-1.2204269112541e-07
2,16,1466.541049845,9.0909598956578e-06,-6.389005234113e-07,-1.2204269112541e-07
2,17,1372.2178264536,9.0909598956579e-06,-6.389005234113e-07,-1.2204269112541e-07
2,18,1273.4843207907,9.0909598956578e-06,-6.389005234113e-07,-1.2204269112541e-07
2,19,1186.4283712141,9.0909598956578e-06,-6.389005234113e-07,-1.2204269112541e-07
2,20,1155.3784233169,9.0909598956579e-06,-6.389005234113e-07,-1.2204269112541e-07
2,21,0,0.00019294398903654,-1.3559845934793e-05,-2.5901999270436e-06
3,0,0,0.00023104939838516,-1.6237843226286e-05,-2.4286022784557e-21
3,1,1100.4437329719,9.0909598956578e-06,-6.389005234113e-07,-9.2127240723093e-23
3,2,1141.6047101736,9.0909598956578e-06,-6.389005234113e-07,-9.9571866236071e-23
3,3,1235.3192414482,9.0909598956578e-06,-6.389005234113e-07,-1.0412135960511e-22
3,4,1339.4338608501,9.0909598956578e-06,-6.389005234113e-07,-8.8818518272881e-23
3,5,1438.7330587937,9.0909598956578e-06,-6.389005234113e-07,-8.7577747354052e-23
3,6,1526.6057098691,9.0909598956578e-06,-6.389005234113e-07,-9.7762408646111e-23
3,7,1599.8631271902,9.0909598956578e-06,-6.389005234113e-07,-9.4195192254476e-23
3,8,1656.6949288078,9.0909598956578e-06,-6.389005234113e-07,-9.3833300736484e-23
3,9,1696.0067602966,9.0909598956578e-06,-6.389005234113e-07,-9.435028861933e-23
3,10,1717.1454408066,9.0909598956578e-06,-6.389005234113e-07,-9.016268676828e-23
3,11,1719.7917123569,9.0909598956578e-06,-6.389005234113e-07,-9.548766196159e-23
3,12,1703.9225067194,9.0909598956578e-06,-6.389005234113e-07,-9.7659011069542e-23
3,13,1669.8137322827,9.0909598956578e-06,-6.389005234113e-07,-9.2954421335646e-23
3,14,1618.084723366,9.0909598956578e-06,-6.389005234113e-07,-9.435028861933e-23
3,15,1549.8167282941,9.0909598956578e-06,-6.389005234113e-07,-9.7090324398412e-23
3,16,1466.8508311015,9.0909598956578e-06,-6.389005234113e-07,-9.5642758326444e-23
3,17,1372.498655588,9.0909598956578e-06,-6.389005234113e-07,-9.4712180137322e-23
3,18,1273.7144443814,9.0909598956578e-06,-6.389005234113e-07,-1.0344927535741e-22
3,19,1186.5864919091,9.0909598956578e-06,-6.389005234113e-07,-9.5642758326444e-23
3,20,1155.3745241645,9.0909598956578e-06,-6.389005234113e-07,-9.4608782560753e-23
3,21,0,0.00019294398903654,-1.3559845934793e-05,-2.1066222250194e-21
4,0,0,0.00023104939838516,-1.6237843226286e-05,3.1017506055988e-06
4,1,1100.4536905424,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,2,1141.4486709014,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,3,1235.0938487613,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,4,1339.1592639958,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,5,1438.4288959536,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,6,1526.2828550496,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,7,1599.5218259813,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,8,1656.3409476312,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,9,1695.6441684977,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,10,1716.7781509345,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,11,1719.4238605385,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,12,1703.5582449468,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,13,1669.4569907019,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,14,1617.7396107686,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,15,1549.4892258368,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,16,1466.5410501424,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,17,1372.2178268128,9.0909598956579e-06,-6.389005234113e-07,1.2204269112541e-07
4,18,1273.4843210869,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,19,1186.4283704312,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,20,1155.3784182003,9.0909598956578e-06,-6.389005234113e-07,1.2204269112541e-07
4,21,0,0.00019294398903653,-1.3559845934793e-05,2.5901999270436e-06
5,0,0,0.00023104939838517,-1.6237843226286e-05,6.2035012111977e-06
5,1,1100.7894127169,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,2,1141.3987186213,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,3,1234.8712385455,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,4,1338.8598301304,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,5,1438.0763002508,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,6,1525.8973685221,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,7,1599.112121746,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,8,1655.9138112627,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,9,1695.2055395832,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,10,1716.3335120492,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,11,1718.9785627343,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,12,1703.1176620873,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,13,1669.0266733404,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,14,1617.3256318676,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,15,1549.0986024673,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,16,1466.1828730355,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,17,1371.9137406953,9.0909598956579e-06,-6.3890052341131e-07,2.4408538225081e-07
5,18,1273.2599657245,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,19,1186.3847680469,9.0909598956578e-06,-6.389005234113e-07,2.4408538225081e-07
5,20,1155.7112880956,9.0909598956579e-06,-6.3890052341131e-07,2.4408538225081e-07
5,21,0,0.00019294398903654,-1.3559845934793e-05,5.1803998540872e-06
6,0,0,0.00023363739942042,-1.6358058145013e-05,9.4443292734431e-06
6,1,1102.040233226,9.192788395476e-06,-6.4363054656933e-07,3.7160026932047e-07
6,2,1142.1908102201,9.192788395476e-06,-6.4363054656933e-07,3.7160026932047e-07
6,3,1235.4482236034,9.1927883954759e-06,-6.4363054656933e-07,3.7160026932047e-07
6,4,1339.3730175421,9.192788395476e-06,-6.4363054656933e-07,3.7160026932047e-07
6,5,1438.5664767599,9.192788395476e-06,-6.4363054656933e-07,3.7160026932047e-07
6,6,1526.3902752475,9.1927883954759e-06,-6.4363054656933e-07,3.7160026932047e-07
6,7,1599.6179390294,9.192788395476e-06,-6.4363054656933e-07,3.7160026932047e-07
6,8,1656.4315144448,9.192788395476e-06,-6.4363054656933e-07,3.7160026932047e-07
6,9,1695.7328936485,9.1927883954759e-06,-6.4363054656933e-07,3.7160026932047e-07
6,10,1716.8663805052,9.192788395476e-06,-6.4363054656933e-07,3.7160026932047e-07
6,11,1719.5123090087,9.192788395476e-06,-6.4363054656933e-07,3.7160026932047e-07
6,12,1703.647667423,9.1927883954759e-06,-6.4363054656933e-07,3.7160026932047e-07
6,13,1669.5488726404,9.192788395476e-06,-6.4363054656933e-07,3.7160026932047e-07
6,14,1617.8380113522,9.192788395476e-06,-6.4363054656933e-07,3.7160026932047e-07
6,15,1549.6004674906,9.192788395476e-06,-6.4363054656933e-07,3.7160026932047e-07
6,16,1466.6854936108,9.192788395476e-06,-6.4363054656933e-07,3.7160026932047e-07
6,17,1372.4453877641,9.192788395476e-06,-6.4363054656933e-07,3.7160026932047e-07
6,18,1273.8643392055,9.1927883954759e-06,-6.4363054656933e-07,3.7160026932047e-07
6,19,1187.221390611,9.192788395476e-06,-6.4363054656933e-07,3.7160026932047e-07
6,20,1157.0030329189,9.192788395476e-06,-6.4363054656933e-07,3.7160026932047e-07
6,21,0,0.00019510516862351,-1.3660234622767e-05,7.8867401366479e-06
7,0,0,0.00023104939838517,-1.3491311254448e-05,-1.0960634131034e-05
7,1,1100.7895497971,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,2,1141.3987318743,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,3,1234.8712384725,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,4,1338.8598286617,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,5,1438.0762993066,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,6,1525.8973680599,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,7,1599.1121215832,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,8,1655.9138112396,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,9,1695.2055396034,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,10,1716.3335120787,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,11,1718.9785627737,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,12,1703.1176621348,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,13,1669.0266733485,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,14,1617.3256317139,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,15,1549.0986020007,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,16,1466.1828722656,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,17,1371.913740035,9.0909598956579e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,18,1273.2599658083,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,19,1186.3847720412,9.0909598956578e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,20,1155.7113058268,9.0909598956579e-06,-5.3083440342729e-07,-4.3126139263996e-07
7,21,0,0.00019294398903653,-1.1266280842797e-05,-9.1529711238906e-06
8,0,0,0.00021037414907548,-1.2229115366569e-05,-7.0604830488393e-06
8,1,1095.7086999387,8.2774634588752e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,2,1140.648634936,8.2774634588752e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,3,1235.5964893397,8.2774634588751e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,4,1340.180922128,8.2774634588752e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,5,1439.6905654125,8.2774634588752e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,6,1527.6917772427,8.2774634588751e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,7,1601.0291461317,8.2774634588752e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,8,1657.9157938472,8.2774634588752e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,9,1697.262680099,8.2774634588752e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,10,1718.4192911703,8.2774634588752e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,11,1721.0673980599,8.2774634588752e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,12,1705.1838600005,8.2774634588752e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,13,1671.0433496099,8.2774634588752e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,14,1619.2622048836,8.2774634588752e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,15,1550.9158634943,8.2774634588752e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,16,1467.8201619166,8.2774634588752e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,17,1373.2512233973,8.2774634588752e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,18,1273.9768412243,8.2774634588751e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,19,1185.5470882843,8.2774634588752e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,20,1150.3789726122,8.2774634588752e-06,-4.8117155090583e-07,-2.7780452444187e-07
8,21,0,0.00017567856829094,-1.0212250357304e-05,-5.8960454928212e-06
9,0,0,0.00021037414907548,-1.2229115366569e-05,-4.2362898293037e-06
9,1,1094.4392971681,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,2,1139.4530012634,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,3,1234.397113721,8.2774634588751e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,4,1338.9712369132,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,5,1438.4296869198,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,6,1526.3692393258,8.2774634588751e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,7,1599.6515261408,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,8,1656.4931864394,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,9,1695.8082352875,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,10,1716.9474207849,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,11,1719.5932232373,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,12,1703.7225031882,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,13,1669.6092036559,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,14,1617.8683526385,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,15,1549.5721736374,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,16,1466.53282132,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,17,1372.0080995788,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,18,1272.7331246502,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,19,1184.2960065809,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,20,1149.0852843711,8.2774634588752e-06,-4.8117155090583e-07,-1.6668271466512e-07
9,21,0,0.00017567856829094,-1.0212250357304e-05,-3.5376272956927e-06
10,0,0,0.00021037414907548,-1.2229115366569e-05,-1.4120966097679e-06
10,1,1094.0084744015,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,2,1139.1341799077,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,3,1234.1872699839,8.2774634588751e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,4,1338.7469907266,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,5,1438.2105848591,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,6,1526.1467481656,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,7,1599.4234133565,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,8,1656.2591682578,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,9,1695.5694932926,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,10,1716.7061236654,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,11,1719.3515334624,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,12,1703.4825744382,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,13,1669.3731933381,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,14,1617.6373611269,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,15,1549.34569634,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,16,1466.3082478457,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,17,1371.7763799277,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,18,1272.5154357012,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,19,1183.9624944625,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,20,1148.6470852999,8.2774634588752e-06,-4.8117155090583e-07,-5.5560904888374e-08
10,21,0,0.00017567856829094,-1.0212250357304e-05,-1.1792090985642e-06
11,0,0,0.00021037414907548,-1.2229115366569e-05,1.4120966097679e-06
11,1,1094.0084506309,8.2774634588752e-06,-4.8117155090583e-07,5.5560904888374e-08
11,2,1139.1341767437,8.2774634588751e-06,-4.8117155090583e-07,5.5560904888374e-08
11,3,1234.1872699798,8.2774634588751e-06,-4.8117155090583e-07,5.5560904888374e-08
11,4,1338.7469909947,8.2774634588752e-06,-4.8117155090583e-07,5.5560904888374e-08
11,5,1438.2105850157,8.2774634588752e-06,-4.8117155090583e-07,5.5560904888374e-08
11,6,1526.1467482394,8.2774634588751e-06,-4.8117155090583e-07,5.5560904888374e-08
11,7,1599.4234133785,8.2774634588752e-06,-4.8117155090583e-07,5.5560904888374e-08
11,8,1656.2591682574,8.2774634588752e-06,-4.8117155090583e-07,5.5560904888374e-08
11,9,1695.569493286,8.2774634588752e-06,-4.8117155090583e-07,5.5560904888374e-08
11,10,1716.7061236582,8.2774634588752e-06,-4.8117155090583e-07,5.5560904888374e-08
11,11,1719.3515334538,8.2774634588752e-06,-4.8117155090583e-07,5.5560904888374e-08
11,12,1703.4825744276,8.2774634588751e-06,-4.8117155090583e-07,5.5560904888374e-08
11,13,1669.3731933329,8.2774634588752e-06,-4.8117155090583e-07,5.5560904888374e-08
11,14,1617.6373611476,8.2774634588752e-06,-4.8117155090583e-07,5.5560904888374e-08
11,15,1549.3456964136,8.2774634588752e-06,-4.8117155090583e-07,5.5560904888374e-08
11,16,1466.3082479775,8.2774634588752e-06,-4.8117155090583e-07,5.5560904888374e-08
11,17,1371.7763800674,8.2774634588752e-06,-4.8117155090583e-07,5.5560904888374e-08
11,18,1272.5154357516,8.2774634588751e-06,-4.8117155090583e-07,5.5560904888374e-08
11,19,1183.9624938972,8.2774634588752e-06,-4.8117155090583e-07,5.5560904888374e-08
11,20,1148.6470821251,8.2774634588752e-06,-4.8117155090583e-07,5.5560904888374e-08
11,21,0,0.00017567856829094,-1.0212250357304e-05,1.1792090985642e-06
12,0,0,0.00021037414907548,-1.2229115366569e-05,4.2362898293037e-06
12,1,1094.4392264271,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,2,1139.4529921754,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,3,1234.3971137415,8.2774634588751e-06,-4.8117155090583e-07,1.6668271466512e-07
12,4,1338.9712376726,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,5,1438.4296873921,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,6,1526.3692395506,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,7,1599.6515262109,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,8,1656.4931864405,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,9,1695.8082352693,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,10,1716.9474207641,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,11,1719.5932232122,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,12,1703.7225031582,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,13,1669.6092036436,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,14,1617.8683527052,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,15,1549.572173862,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,16,1466.5328217117,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,17,1372.0080999677,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,18,1272.7331247493,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,19,1184.2960047554,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,20,1149.0852747275,8.2774634588752e-06,-4.8117155090583e-07,1.6668271466512e-07
12,21,0,0.00017567856829094,-1.0212250357304e-05,3.5376272956927e-06
13,0,0,0.00021037414907548,-1.2229115366569e-05,7.0604830488393e-06
13,1,1095.7085841471,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
13,2,1140.6486215277,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
13,3,1235.5964893172,8.2774634588751e-06,-4.8117155090583e-07,2.7780452444187e-07
13,4,1340.1809233067,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
13,5,1439.69056619,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
13,6,1527.6917776211,8.2774634588751e-06,-4.8117155090583e-07,2.7780452444187e-07
13,7,1601.0291462587,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
13,8,1657.9157938562,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
13,9,1697.2626800718,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
13,10,1718.4192911366,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
13,11,1721.0673980197,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
13,12,1705.1838599556,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
13,13,1671.0433496,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
13,14,1619.2622050101,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
13,15,1550.915863879,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
13,16,1467.8201625477,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
13,17,1373.2512239428,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
13,18,1273.9768411427,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
13,19,1185.5470848641,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
13,20,1150.3789561161,8.2774634588752e-06,-4.8117155090583e-07,2.7780452444187e-07
