FRD,id,x,y,z
7.6903614249333e+17,0,1.005,0,0
1.0487528775249e+18,0.01,1.005,0.01,0
1.327641727749e+18,0.02,1.005,0.02,0
1.6057028390985e+18,0.03,1.005,0.03,0
1.8829276229718e+18,0.04,1.005,0.04,0
2.15930014562e+18,0.05,1.005,0.05,0
2.4347983097741e+18,0.06,1.005,0.06,0
2.7093948549779e+18,0.07,1.005,0.07,0
2.9830582009166e+18,0.08,1.005,0.08,0
3.2557531558584e+18,0.09,1.005,0.09,0
3.5274415100012e+18,0.1,1.005,0.1,0
3.7980825312195e+18,0.11,1.005,0.11,0
4.0676333785595e+18,0.12,1.005,0.12,0
4.3360494468702e+18,0.13,1.005,0.13,0
4.6032846540284e+18,0.14,1.005,0.14,0
4.8692916805902e+18,0.15,1.005,0.15,0
5.1340221702941e+18,0.16,1.005,0.16,0
5.3974268983569e+18,0.17,1.005,0.17,0
5.6594559136044e+18,0.18,1.005,0.18,0
5.9200586591761e+18,0.19,1.005,0.19,0
6.1791840760642e+18,0.2,1.005,0.2,0
6.4367806926519e+18,0.21,1.005,0.21,0
6.6927967030862e+18,0.22,1.005,0.22,0
6.9471800366936e+18,0.23,1.005,0.23,0
7.1998784200703e+18,0.24,1.005,0.24,0
7.4508394334363e+18,0.25,1.005,0.25,0
7.7000105623185e+18,0.26,1.005,0.26,0
7.9473392454084e+18,0.27,1.005,0.27,0
8.1927729192521e+18,0.28,1.005,0.28,0
8.4362590604266e+18,0.29,1.005,0.29,0
8.6777452254728e+18,0.3,1.005,0.3,0
8.9171790890152e+18,0.31,1.005,0.31,0
9.154508480161e+18,0.32,1.005,0.32,0
9.3896814174479e+18,0.33,1.005,0.33,0
9.6226461424423e+18,0.34,1.005,0.34,0
9.8533511521143e+18,0.35,1.005,0.35,0
1.0081745229892e+19,0.36,1.005,0.36,0
1.0307777475716e+19,0.37,1.005,0.37,0
1.0531397334928e+19,0.38,1.005,0.38,0
1.0752554626089e+19,0.39,1.005,0.39,0
1.0971199567714e+19,0.4,1.005,0.4,0
1.1187282804105e+19,0.41,1.005,0.41,0
1.1400755430035e+19,0.42,1.005,0.42,0
1.1611569014557e+19,0.43,1.005,0.43,0
1.1819675623829e+19,0.44,1.005,0.44,0
1.2025027843113e+19,0.45,1.005,0.45,0
1.2227578797651e+19,0.46,1.005,0.46,0
1.2427282172958e+19,0.47,1.005,0.47,0
1.2624092234075e+19,0.48,1.005,0.48,0
1.2817963844115e+19,0.49,1.005,0.49,0
1.300885248197e+19,0.5,1.005,0.5,0
1.3196714259404e+19,0.51,1.005,0.51,0
1.3381505937269e+19,0.52,1.005,0.52,0
1.3563184941129e+19,0.53,1.005,0.53,0
1.3741709376283e+19,0.54,1.005,0.54,0
1.3917038042088e+19,0.55,1.005,0.55,0
1.4089130445711e+19,0.56,1.005,0.56,0
1.4257946815378e+19,0.57,1.005,0.57,0
1.4423448113011e+19,0.58,1.005,0.58,0
1.4585596046417e+19,0.59,1.005,0.59,0
1.474435308097e+19,0.6,1.005,0.6,0
1.489968245084e+19,0.61,1.005,0.61,0
1.505154816989e+19,0.62,1.005,0.62,0
1.5199915041806e+19,0.63,1.005,0.63,0
1.5344748670352e+19,0.64,1.005,0.64,0
1.5486015468768e+19,0.65,1.005,0.65,0
1.5623682669093e+19,0.66,1.005,0.66,0
1.5757718331056e+19,0.67,1.005,0.67,0
1.5888091350589e+19,0.68,1.005,0.68,0
1.6014771468101e+19,0.69,1.005,0.69,0
1.6137729276325e+19,0.7,1.005,0.7,0
1.6256936227968e+19,0.71,1.005,0.71,0
1.6372364643077e+19,0.72,1.005,0.72,0
1.6483987715963e+19,0.73,1.005,0.73,0
1.6591779522051e+19,0.74,1.005,0.74,0
1.6695715024318e+19,0.75,1.005,0.75,0
1.6795770079595e+19,0.76,1.005,0.76,0
1.6891921444435e+19,0.77,1.005,0.77,0
1.6984146780824e+19,0.78,1.005,0.78,0
1.7072424661717e+19,0.79,1.005,0.79,0
1.7156734576214e+19,0.8,1.005,0.8,0
1.7237056934486e+19,0.81,1.005,0.81,0
1.731337307258e+19,0.82,1.005,0.82,0
1.7385665256774e+19,0.83,1.005,0.83,0
1.7453916688041e+19,0.84,1.005,0.84,0
1.7518111505849e+19,0.85,1.005,0.85,0
1.7578234792057e+19,0.86,1.005,0.86,0
1.7634272574421e+19,0.87,1.005,0.87,0
1.7686211829936e+19,0.88,1.005,0.88,0
1.7734040487905e+19,0.89,1.005,0.89,0
1.7777747432803e+19,0.9,1.005,0.9,0
1.7817322506869e+19,0.91,1.005,0.91,0
1.7852756512568e+19,0.92,1.005,0.92,0
1.7884041214676e+19,0.93,1.005,0.93,0
1.7911169342311e+19,0.94,1.005,0.94,0
1.7934134590566e+19,0.95,1.005,0.95,0
1.7952931621951e+19,0.96,1.005,0.96,0
1.7967556067776e+19,0.97,1.005,0.97,0
1.7978004529126e+19,0.98,1.005,0.98,0
1.7984274577594e+19,0.99,1.005,0.99,0
1.79863647559e+19,1,1.005,1,0
1.798427457828e+19,1.01,1.005,1.01,0
1.7978004530535e+19,1.02,1.005,1.02,0
1.7967556069931e+19,1.03,1.005,1.03,0
1.7952931624806e+19,1.04,1.005,1.04,0
1.7934134594144e+19,1.05,1.005,1.05,0
1.7911169346635e+19,1.06,1.005,1.06,0
1.788404121972e+19,1.07,1.005,1.07,0
1.7852756518331e+19,1.08,1.005,1.08,0
1.7817322513372e+19,1.09,1.005,1.09,0
1.7777747440028e+19,1.1,1.005,1.1,0
1.7734040495874e+19,1.11,1.005,1.11,0
1.7686211838657e+19,1.12,1.005,1.12,0
1.7634272583883e+19,1.13,1.005,1.13,0
1.7578234802276e+19,1.14,1.005,1.14,0
1.751811151684e+19,1.15,1.005,1.15,0
1.7453916699789e+19,1.16,1.005,1.16,0
1.7385665269266e+19,1.17,1.005,1.17,0
1.7313373085765e+19,1.18,1.005,1.18,0
1.7237056948395e+19,1.19,1.005,1.19,0
1.7156734590801e+19,1.2,1.005,1.2,0
1.7072424676982e+19,1.21,1.005,1.21,0
1.6984146796737e+19,1.22,1.005,1.22,0
1.6891921460982e+19,1.23,1.005,1.23,0
1.6795770096766e+19,1.24,1.005,1.24,0
1.6695715042099e+19,1.25,1.005,1.25,0
1.6591779540368e+19,1.26,1.005,1.26,0
1.6483987734818e+19,1.27,1.005,1.27,0
1.6372364662434e+19,1.28,1.005,1.28,0
1.6256936247803e+19,1.29,1.005,1.29,0
1.613772929657e+19,1.3,1.005,1.3,0
1.6014771488764e+19,1.31,1.005,1.31,0
1.5888091371634e+19,1.32,1.005,1.32,0
1.5757718352452e+19,1.33,1.005,1.33,0
1.5623682690823e+19,1.34,1.005,1.34,0
1.5486015490808e+19,1.35,1.005,1.35,0
1.5344748692703e+19,1.36,1.005,1.36,0
1.5199915064441e+19,1.37,1.005,1.37,0
1.5051548192772e+19,1.38,1.005,1.38,0
1.4899682474003e+19,1.39,1.005,1.39,0
1.4744353104351e+19,1.4,1.005,1.4,0
1.4585596070046e+19,1.41,1.005,1.41,0
1.4423448136879e+19,1.42,1.005,1.42,0
1.4257946839477e+19,1.43,1.005,1.43,0
1.4089130470027e+19,1.44,1.005,1.44,0
1.3917038066563e+19,1.45,1.005,1.45,0
1.3741709400877e+19,1.46,1.005,1.46,0
1.3563184965814e+19,1.47,1.005,1.47,0
1.3381505962021e+19,1.48,1.005,1.48,0
1.3196714284191e+19,1.49,1.005,1.49,0
1.300885250677e+19,1.5,1.005,1.5,0
1.2817963868888e+19,1.51,1.005,1.51,0
1.2624092258821e+19,1.52,1.005,1.52,0
1.2427282197659e+19,1.53,1.005,1.53,0
1.222757882228e+19,1.54,1.005,1.54,0
1.2025027867653e+19,1.55,1.005,1.55,0
1.1819675648261e+19,1.56,1.005,1.56,0
1.1611569038842e+19,1.57,1.005,1.57,0
1.1400755454179e+19,1.58,1.005,1.58,0
1.1187282828096e+19,1.59,1.005,1.59,0
1.0971199591515e+19,1.6,1.005,1.6,0
1.0752554649672e+19,1.61,1.005,1.61,0
1.0531397358279e+19,1.62,1.005,1.62,0
1.0307777498813e+19,1.63,1.005,1.63,0
1.0081745252715e+19,1.64,1.005,1.64,0
9.8533511746606e+18,1.65,1.005,1.65,0
9.6226461646891e+18,1.66,1.005,1.66,0
9.3896814393506e+18,1.67,1.005,1.67,0
9.1545085017186e+18,1.68,1.005,1.68,0
8.917179110217e+18,1.69,1.005,1.69,0
8.6777452463037e+18,1.7,1.005,1.7,0
8.4362590808663e+18,1.71,1.005,1.71,0
8.1927729392799e+18,1.72,1.005,1.72,0
7.9473392650049e+18,1.73,1.005,1.73,0
7.7000105814704e+18,1.74,1.005,1.74,0
7.4508394521203e+18,1.75,1.005,1.75,0
7.1998784382737e+18,1.76,1.005,1.76,0
6.947180054415e+18,1.77,1.005,1.77,0
6.6927967202971e+18,1.78,1.005,1.78,0
6.4367807093293e+18,1.79,1.005,1.79,0
6.1791840921991e+18,1.8,1.005,1.8,0
5.9200586747515e+18,1.81,1.005,1.81,0
5.6594559285967e+18,1.82,1.005,1.82,0
5.3974269127477e+18,1.83,1.005,1.83,0
5.134022184071e+18,1.84,1.005,1.84,0
4.8692916937462e+18,1.85,1.005,1.85,0
4.6032846665484e+18,1.86,1.005,1.86,0
4.336049458738e+18,1.87,1.005,1.87,0
4.0676333897503e+18,1.88,1.005,1.88,0
3.7980825417262e+18,1.89,1.005,1.89,0
3.5274415198086e+18,1.9,1.005,1.9,0
3.2557531649435e+18,1.91,1.005,1.91,0
2.9830582092705e+18,1.92,1.005,1.92,0
2.7093948625899e+18,1.93,1.005,1.93,0
2.4347983166311e+18,1.94,1.005,1.94,0
