time,ext_side_integral,flux_uo_avg,fuel_temp_avg,fuel_temp_max,fuel_temp_min,heatpipe_surface_temp_avg,hp_end_heat_integral,hp_heat_integral,mirror_side_integral,mod_temp_avg,mod_temp_max,mod_temp_min,monolith_temp_avg,monolith_temp_max,monolith_temp_min,power,tb_integral,total_sink
-21900,103.19446255508,13771.098851878,844.83919443667,870.14760364892,815.27447707858,835.59875603577,-510.86353728928,336415.15533176,10063.909119272,843.19716382733,864.92982683339,815.89343023596,840.86628774504,868.02406986305,812.07411683982,345600,-696.84603981006,345374.54933648
-19400,103.1944462642,13771.098693768,844.8391964059,870.14760171462,815.27447597823,835.59875688848,-510.86354451287,336415.15544296,10063.916466986,843.19716703774,864.92982448633,815.89343330082,840.86628861931,868.02406439083,812.07411187757,345600,-696.84625758764,345374.55655411
-16900,103.19445503383,13771.098782438,844.83919460246,870.14760176424,815.27447324898,835.59875558106,-510.86352654817,336415.15547865,10063.913252082,843.19716467236,864.92982476128,815.89342905606,840.86628725379,868.02406658127,812.07411036931,345600,-696.84609904877,345374.55356017
-14400,103.19445254496,13771.098690023,844.83919793791,870.14760510915,815.2744751757,835.59875846927,-510.86356936885,336415.15512498,10063.915399206,843.1971683818,864.92982696895,815.89343193492,840.86629028439,868.02406821077,812.07411150237,345600,-696.84619765866,345374.55520971
-11900,103.19444927049,13771.098748209,844.83919541501,870.14760117906,815.27447420859,835.59875627489,-510.86353753393,336415.15547196,10063.914305299,843.19716559943,864.92982297439,815.8934305039,840.86628798457,868.0240647757,812.07411095094,345600,-696.84619437679,345374.55449462
-9400,103.19444927009,13771.098749011,844.83919538207,870.14760117895,815.27447420626,835.59875624704,-510.8635371645,336415.15547574,10063.914169995,843.19716555738,864.92982297437,815.89343050008,840.86628795546,868.02406477569,812.07411094596,345600,-696.8461936053,345374.55436423
-6900,103.19444927009,13771.098749011,844.83919538207,870.14760117895,815.27447420626,835.59875624704,-510.8635371645,336415.15547574,10063.914169995,843.19716555738,864.92982297437,815.89343050008,840.86628795546,868.02406477569,812.07411094596,345600,-696.8461936053,345374.55436423
-4400,103.19444927009,13771.098749011,844.83919538207,870.14760117895,815.27447420626,835.59875624704,-510.8635371645,336415.15547574,10063.914169995,843.19716555738,864.92982297437,815.89343050008,840.86628795546,868.02406477569,812.07411094596,345600,-696.8461936053,345374.55436423
-1900,103.19444927009,13771.098749011,844.83919538207,870.14760117895,815.27447420626,835.59875624704,-510.8635371645,336415.15547574,10063.914169995,843.19716555738,864.92982297437,815.89343050008,840.86628795546,868.02406477569,812.07411094596,345600,-696.8461936053,345374.55436423
0,103.19444927009,13771.098749011,844.83919538207,870.14760117895,815.27447420626,835.59875624704,-510.8635371645,336415.15547574,10063.914169995,843.19716555738,864.92982297437,815.89343050008,840.86628795546,868.02406477569,812.07411094596,345600,-696.8461936053,345374.55436423
