time,disp_x_1,disp_x_10,disp_x_11,disp_x_3,disp_y_1,disp_y_10,disp_y_11,disp_y_3
0.1,9.8122731530025e-06,8.6467522440696e-14,2.4954380055546e-15,-1.7220222016575e-13,0.00012211175505828,-9.3162391123082e-14,4.4193734533409e-14,7.0496201179238e-15
0.2,1.9626739825705e-05,-3.1124845295857e-13,-7.2089660461531e-15,-2.6813590686997e-13,0.00048855399147055,-2.4788592291817e-13,7.4787298851928e-13,-3.935621889858e-13
0.3,2.9443363277316e-05,5.5816256502012e-13,-2.5124672040725e-14,-2.960984549168e-14,0.0010994865181407,-2.8756284622206e-13,-5.1219466995464e-13,2.0703670793947e-12
0.4,3.9262028001461e-05,-2.3334724477987e-12,2.0274657441332e-14,1.3726973288549e-05,0.0019074913737017,1.5209364360978e-11,-1.9587229947123e-12,2.3784415099993e-05
0.5,4.9082838275786e-05,-4.0532750725416e-12,-2.1684929206636e-13,9.8264753351691e-05,0.0027148362116298,-5.517801346846e-12,-9.6777729563409e-12,0.00017023449038513
