disp_x,disp_y,id,x,y,z
-3.7577297799489e-12,-5.4982044584538e-12,48174,0.20676034892022,0.20360563328,3.95
-3.6845297426387e-12,-5.5184755230351e-12,48175,0.20676034892022,0.28086253132,3.95
-2.7318282242216e-12,-9.706164723854e-13,48181,0.20676034892022,0.20360563328,3.05
-2.7198104893561e-12,-1.0285756782979e-12,48182,0.20676034892022,0.20360563328,3.0625
-2.8009865219748e-12,-1.1060797164243e-12,48183,0.20676034892022,0.20360563328,3.075
-2.8961170845104e-12,-1.0769676193416e-12,48184,0.20676034892022,0.20360563328,3.0875
-2.9030329929556e-12,-1.2860979532251e-12,48185,0.20676034892022,0.20360563328,3.1
-2.7673316437124e-12,-1.3312871987275e-12,48186,0.20676034892022,0.20360563328,3.1125
-2.7636714094716e-12,-1.4237933301072e-12,48187,0.20676034892022,0.20360563328,3.125
-2.8930865183867e-12,-1.3203449900854e-12,48188,0.20676034892022,0.20360563328,3.1375
-3.0394411627407e-12,-1.1833249244244e-12,48189,0.20676034892022,0.20360563328,3.15
-3.0791172284251e-12,-1.353768950165e-12,48190,0.20676034892022,0.20360563328,3.1625
-3.036493546207e-12,-1.5711914963504e-12,48191,0.20676034892022,0.20360563328,3.175
-2.8728062649168e-12,-1.7091504143406e-12,48192,0.20676034892022,0.20360563328,3.1875
-2.9046484751045e-12,-1.6518578402601e-12,48193,0.20676034892022,0.20360563328,3.2
-2.9494862806676e-12,-1.4899539334659e-12,48194,0.20676034892022,0.20360563328,3.2125
-3.0401827971911e-12,-1.6115483534258e-12,48195,0.20676034892022,0.20360563328,3.225
-3.0876135755923e-12,-1.7475967067265e-12,48196,0.20676034892022,0.20360563328,3.2375
-3.2140178192969e-12,-1.8328503573462e-12,48197,0.20676034892022,0.20360563328,3.25
-3.1385497322278e-12,-1.7912859523275e-12,48198,0.20676034892022,0.20360563328,3.2625
-3.1472328566634e-12,-1.8136695116943e-12,48199,0.20676034892022,0.20360563328,3.275
-3.1229869281322e-12,-1.9635749059351e-12,48200,0.20676034892022,0.20360563328,3.2875
-3.0387076130501e-12,-2.0049984930196e-12,48201,0.20676034892022,0.20360563328,3.3
-3.0883686396553e-12,-2.1196203793675e-12,48202,0.20676034892022,0.20360563328,3.3125
