z,T,PD,T_const,T_linear,T_K
1.02186,663.5591,2.10E+06,6.27E+02,659.0673095,936.7091
1.023131,663.6128,2.10E+06,6.27E+02,659.1070583,936.7628
1.024402,663.6665,2.10E+06,6.27E+02,659.1468072,936.8165
1.025673,663.7202,2.09E+06,6.27E+02,659.186556,936.8702
1.026944,663.7739,2.09E+06,6.27E+02,659.2263048,936.9239
1.028215,663.8276,2.09E+06,6.27E+02,659.2660536,936.9776
1.029486,663.8814,2.09E+06,6.27E+02,659.3058025,937.0314
1.030757,663.9352,2.09E+06,6.27E+02,659.3455513,937.0852
1.032028,663.989,2.09E+06,6.27E+02,659.3853001,937.139
1.033299,664.0429,2.09E+06,6.27E+02,659.425049,937.1929
1.03457,664.0969,2.09E+06,6.27E+02,659.4647978,937.2469
1.035841,664.151,2.08E+06,6.27E+02,659.5045466,937.301
1.037112,664.2051,2.08E+06,6.27E+02,659.5442955,937.3551
1.038383,664.2594,2.08E+06,6.27E+02,659.5840443,937.4094
1.039654,664.3137,2.08E+06,6.27E+02,659.6237931,937.4637
1.040925,664.3682,2.08E+06,6.27E+02,659.663542,937.5182
1.042196,664.4228,2.08E+06,6.27E+02,659.7032908,937.5728
1.043467,664.4774,2.08E+06,6.27E+02,659.7430396,937.6274
1.044738,664.5321,2.08E+06,6.27E+02,659.7827884,937.6821
1.046008,664.587,2.07E+06,6.27E+02,659.822506,937.737
1.047279,664.6418,2.07E+06,6.27E+02,659.8622548,937.7918
1.04855,664.6967,2.07E+06,6.27E+02,659.9020037,937.8467
1.049821,664.7517,2.07E+06,6.27E+02,659.9417525,937.9017
1.051092,664.8067,2.07E+06,6.27E+02,659.9815013,937.9567
1.052363,664.8617,2.07E+06,6.27E+02,660.0212502,938.0117
1.053634,664.9167,2.07E+06,6.27E+02,660.060999,938.0667
1.054905,664.9717,2.07E+06,6.27E+02,660.1007478,938.1217
1.056176,665.0268,2.07E+06,6.27E+02,660.1404967,938.1768
1.057447,665.0817,2.06E+06,6.27E+02,660.1802455,938.2317
1.058718,665.1367,2.06E+06,6.27E+02,660.2199943,938.2867
1.059989,665.1916,2.06E+06,6.27E+02,660.2597431,938.3416
1.06126,665.2464,2.06E+06,6.27E+02,660.299492,938.3964
1.062531,665.3012,2.06E+06,6.27E+02,660.3392408,938.4512
1.063802,665.3559,2.06E+06,6.27E+02,660.3789896,938.5059
1.065073,665.4106,2.06E+06,6.27E+02,660.4187385,938.5606
1.066344,665.4651,2.06E+06,6.27E+02,660.4584873,938.6151
1.067615,665.5195,2.06E+06,6.27E+02,660.4982361,938.6695
1.068886,665.5738,2.05E+06,6.27E+02,660.537985,938.7238
1.070157,665.628,2.05E+06,6.27E+02,660.5777338,938.778
1.071428,665.682,2.05E+06,6.27E+02,660.6174826,938.832
1.072699,665.7359,2.05E+06,6.27E+02,660.6572315,938.8859
1.07397,665.7896,2.05E+06,6.27E+02,660.6969803,938.9396
1.075241,665.8432,2.05E+06,6.27E+02,660.7367291,938.9932
1.076512,665.8966,2.05E+06,6.27E+02,660.7764779,939.0466
1.077783,665.9498,2.04E+06,6.27E+02,660.8162268,939.0998
1.079054,666.0028,2.04E+06,6.27E+02,660.8559756,939.1528
1.080325,666.0555,2.04E+06,6.27E+02,660.8957244,939.2055
1.081596,666.1081,2.04E+06,6.27E+02,660.9354733,939.2581
1.082867,666.1604,2.04E+06,6.27E+02,660.9752221,939.3104
1.084138,666.2125,2.04E+06,6.27E+02,661.0149709,939.3625
1.085409,666.2644,2.03E+06,6.27E+02,661.0547198,939.4144
1.08668,666.3161,2.03E+06,6.27E+02,661.0944686,939.4661
1.08795,666.3676,2.03E+06,6.27E+02,661.1341862,939.5176
1.089221,666.4189,2.03E+06,6.27E+02,661.173935,939.5689
1.090492,666.4701,2.03E+06,6.27E+02,661.2136838,939.6201
1.091763,666.5212,2.02E+06,6.27E+02,661.2534326,939.6712
1.093034,666.572,2.02E+06,6.27E+02,661.2931815,939.722
1.094305,666.6228,2.02E+06,6.27E+02,661.3329303,939.7728
1.095576,666.6735,2.02E+06,6.27E+02,661.3726791,939.8235
1.096847,666.724,2.02E+06,6.27E+02,661.412428,939.874
1.098118,666.7745,2.01E+06,6.27E+02,661.4521768,939.9245
1.099389,666.8248,2.01E+06,6.27E+02,661.4919256,939.9748
1.10066,666.8751,2.01E+06,6.27E+02,661.5316745,940.0251
1.101931,666.9254,2.01E+06,6.27E+02,661.5714233,940.0754
1.103202,666.9756,2.00E+06,6.27E+02,661.6111721,940.1256
1.104473,667.0257,2.00E+06,6.27E+02,661.650921,940.1757
1.105744,667.0759,2.00E+06,6.27E+02,661.6906698,940.2259
1.107015,667.126,2.00E+06,6.27E+02,661.7304186,940.276
1.108286,667.1761,2.00E+06,6.27E+02,661.7701674,940.3261
1.109557,667.2262,1.99E+06,6.27E+02,661.8099163,940.3762
1.110828,667.2764,1.99E+06,6.27E+02,661.8496651,940.4264
1.112099,667.3266,1.99E+06,6.27E+02,661.8894139,940.4766
1.11337,667.3768,1.99E+06,6.27E+02,661.9291628,940.5268
1.114641,667.4271,1.98E+06,6.27E+02,661.9689116,940.5771
1.115912,667.4774,1.98E+06,6.27E+02,662.0086604,940.6274
1.117183,667.5279,1.98E+06,6.27E+02,662.0484093,940.6779
1.118454,667.5784,1.98E+06,6.27E+02,662.0881581,940.7284
1.119725,667.629,1.98E+06,6.27E+02,662.1279069,940.779
1.120996,667.6797,1.97E+06,6.27E+02,662.1676558,940.8297
1.122267,667.7306,1.97E+06,6.27E+02,662.2074046,940.8806
1.123538,667.7816,1.97E+06,6.27E+02,662.2471534,940.9316
1.124809,667.8327,1.97E+06,6.27E+02,662.2869022,940.9827
1.12608,667.884,1.97E+06,6.27E+02,662.3266511,941.034
1.127351,667.9353,1.96E+06,6.27E+02,662.3663999,941.0853
1.128622,667.9868,1.96E+06,6.27E+02,662.4061487,941.1368
1.129893,668.0384,1.96E+06,6.27E+02,662.4458976,941.1884
1.131163,668.09,1.96E+06,6.27E+02,662.4856151,941.24
1.132434,668.1417,1.96E+06,6.27E+02,662.525364,941.2917
1.133705,668.1934,1.95E+06,6.27E+02,662.5651128,941.3434
1.134976,668.2452,1.95E+06,6.27E+02,662.6048616,941.3952
1.136247,668.2969,1.95E+06,6.27E+02,662.6446105,941.4469
1.137518,668.3487,1.95E+06,6.27E+02,662.6843593,941.4987
1.138789,668.4005,1.95E+06,6.27E+02,662.7241081,941.5505
1.14006,668.4523,1.94E+06,6.27E+02,662.7638569,941.6023
1.141331,668.504,1.94E+06,6.27E+02,662.8036058,941.654
1.142602,668.5557,1.94E+06,6.27E+02,662.8433546,941.7057
1.143873,668.6073,1.94E+06,6.27E+02,662.8831034,941.7573
1.145144,668.6589,1.94E+06,6.27E+02,662.9228523,941.8089
1.146415,668.7104,1.94E+06,6.27E+02,662.9626011,941.8604
1.147686,668.7617,1.93E+06,6.27E+02,663.0023499,941.9117
1.148957,668.813,1.93E+06,6.27E+02,663.0420988,941.963
1.150228,668.8642,1.93E+06,6.27E+02,663.0818476,942.0142
1.151499,668.9152,1.93E+06,6.27E+02,663.1215964,942.0652
1.15277,668.966,1.93E+06,6.27E+02,663.1613453,942.116
1.154041,669.0167,1.93E+06,6.27E+02,663.2010941,942.1667
1.155312,669.0673,1.92E+06,6.27E+02,663.2408429,942.2173
1.156583,669.1176,1.92E+06,6.27E+02,663.2805917,942.2676
1.157854,669.1677,1.92E+06,6.27E+02,663.3203406,942.3177
1.159125,669.2177,1.92E+06,6.27E+02,663.3600894,942.3677
1.160396,669.2674,1.92E+06,6.27E+02,663.3998382,942.4174
1.161667,669.3168,1.91E+06,6.27E+02,663.4395871,942.4668
1.162938,669.366,1.91E+06,6.27E+02,663.4793359,942.516
1.164209,669.415,1.91E+06,6.27E+02,663.5190847,942.565
1.16548,669.4637,1.91E+06,6.27E+02,663.5588336,942.6137
1.166751,669.512,1.91E+06,6.27E+02,663.5985824,942.662
1.168022,669.5602,1.90E+06,6.27E+02,663.6383312,942.7102
1.169293,669.6081,1.90E+06,6.27E+02,663.6780801,942.7581
1.170564,669.6557,1.90E+06,6.27E+02,663.7178289,942.8057
1.171835,669.7032,1.90E+06,6.27E+02,663.7575777,942.8532
1.173106,669.7504,1.90E+06,6.27E+02,663.7973265,942.9004
1.174376,669.7974,1.89E+06,6.27E+02,663.8370441,942.9474
1.175647,669.8443,1.89E+06,6.27E+02,663.8767929,942.9943
1.176918,669.8909,1.89E+06,6.27E+02,663.9165418,943.0409
1.178189,669.9375,1.89E+06,6.27E+02,663.9562906,943.0875
1.17946,669.9838,1.89E+06,6.27E+02,663.9960394,943.1338
1.180731,670.0301,1.88E+06,6.27E+02,664.0357883,943.1801
1.182002,670.0762,1.88E+06,6.27E+02,664.0755371,943.2262
1.183273,670.1223,1.88E+06,6.27E+02,664.1152859,943.2723
1.184544,670.1682,1.88E+06,6.27E+02,664.1550348,943.3182
1.185815,670.2141,1.88E+06,6.27E+02,664.1947836,943.3641
1.187086,670.2599,1.87E+06,6.27E+02,664.2345324,943.4099
1.188357,670.3056,1.87E+06,6.27E+02,664.2742812,943.4556
1.189628,670.3514,1.87E+06,6.27E+02,664.3140301,943.5014
1.190899,670.3971,1.87E+06,6.27E+02,664.3537789,943.5471
1.19217,670.4427,1.87E+06,6.27E+02,664.3935277,943.5927
1.193441,670.4884,1.86E+06,6.27E+02,664.4332766,943.6384
1.194712,670.5341,1.86E+06,6.27E+02,664.4730254,943.6841
1.195983,670.5798,1.86E+06,6.27E+02,664.5127742,943.7298
1.197254,670.6256,1.86E+06,6.27E+02,664.5525231,943.7756
1.198525,670.6714,1.85E+06,6.27E+02,664.5922719,943.8214
1.199796,670.7173,1.85E+06,6.27E+02,664.6320207,943.8673
1.201067,670.7633,1.85E+06,6.27E+02,664.6717696,943.9133
1.202338,670.8093,1.85E+06,6.27E+02,664.7115184,943.9593
1.203609,670.8555,1.84E+06,6.27E+02,664.7512672,944.0055
1.20488,670.9018,1.84E+06,6.27E+02,664.791016,944.0518
1.206151,670.9482,1.84E+06,6.27E+02,664.8307649,944.0982
1.207422,670.9948,1.84E+06,6.27E+02,664.8705137,944.1448
1.208693,671.0414,1.84E+06,6.27E+02,664.9102625,944.1914
1.209964,671.0883,1.83E+06,6.27E+02,664.9500114,944.2383
1.211235,671.1352,1.83E+06,6.27E+02,664.9897602,944.2852
1.212506,671.1822,1.83E+06,6.27E+02,665.029509,944.3322
1.213777,671.2293,1.83E+06,6.27E+02,665.0692579,944.3793
1.215048,671.2764,1.82E+06,6.27E+02,665.1090067,944.4264
1.216318,671.3236,1.82E+06,6.27E+02,665.1487243,944.4736
1.217589,671.3709,1.82E+06,6.27E+02,665.1884731,944.5209
1.21886,671.4181,1.82E+06,6.27E+02,665.2282219,944.5681
1.220131,671.4654,1.81E+06,6.27E+02,665.2679707,944.6154
1.221402,671.5127,1.81E+06,6.27E+02,665.3077196,944.6627
1.222673,671.5599,1.81E+06,6.27E+02,665.3474684,944.7099
1.223944,671.6071,1.81E+06,6.27E+02,665.3872172,944.7571
1.225215,671.6543,1.80E+06,6.27E+02,665.4269661,944.8043
1.226486,671.7014,1.80E+06,6.27E+02,665.4667149,944.8514
1.227757,671.7485,1.80E+06,6.27E+02,665.5064637,944.8985
1.229028,671.7954,1.80E+06,6.27E+02,665.5462126,944.9454
1.230299,671.8423,1.80E+06,6.27E+02,665.5859614,944.9923
1.23157,671.889,1.79E+06,6.27E+02,665.6257102,945.039
1.232841,671.9356,1.79E+06,6.27E+02,665.6654591,945.0856
1.234112,671.9821,1.79E+06,6.27E+02,665.7052079,945.1321
1.235383,672.0284,1.79E+06,6.27E+02,665.7449567,945.1784
1.236654,672.0746,1.78E+06,6.27E+02,665.7847055,945.2246
1.237925,672.1206,1.78E+06,6.27E+02,665.8244544,945.2706
1.239196,672.1663,1.78E+06,6.27E+02,665.8642032,945.3163
1.240467,672.2119,1.78E+06,6.27E+02,665.903952,945.3619
1.241738,672.2572,1.77E+06,6.27E+02,665.9437009,945.4072
1.243009,672.3023,1.77E+06,6.27E+02,665.9834497,945.4523
1.24428,672.3472,1.77E+06,6.27E+02,666.0231985,945.4972
1.245551,672.3918,1.76E+06,6.27E+02,666.0629474,945.5418
1.246822,672.4361,1.76E+06,6.27E+02,666.1026962,945.5861
1.248093,672.4801,1.76E+06,6.27E+02,666.142445,945.6301
1.249364,672.5238,1.76E+06,6.27E+02,666.1821939,945.6738
1.250635,672.5673,1.75E+06,6.27E+02,666.2219427,945.7173
1.251906,672.6104,1.75E+06,6.27E+02,666.2616915,945.7604
1.253177,672.6534,1.75E+06,6.27E+02,666.3014403,945.8034
1.254448,672.696,1.75E+06,6.27E+02,666.3411892,945.846
1.255719,672.7385,1.74E+06,6.27E+02,666.380938,945.8885
1.25699,672.7807,1.74E+06,6.27E+02,666.4206868,945.9307
1.258261,672.8227,1.74E+06,6.27E+02,666.4604357,945.9727
1.259531,672.8646,1.74E+06,6.27E+02,666.5001532,946.0146
1.260802,672.9062,1.73E+06,6.27E+02,666.5399021,946.0562
1.262073,672.9478,1.73E+06,6.27E+02,666.5796509,946.0978
1.263344,672.9891,1.73E+06,6.27E+02,666.6193997,946.1391
1.264615,673.0304,1.72E+06,6.27E+02,666.6591486,946.1804
1.265886,673.0715,1.72E+06,6.27E+02,666.6988974,946.2215
1.267157,673.1126,1.72E+06,6.27E+02,666.7386462,946.2626
1.268428,673.1535,1.72E+06,6.27E+02,666.778395,946.3035
1.269699,673.1944,1.71E+06,6.27E+02,666.8181439,946.3444
1.27097,673.2353,1.71E+06,6.27E+02,666.8578927,946.3853
1.272241,673.276,1.71E+06,6.27E+02,666.8976415,946.426
1.273512,673.3168,1.70E+06,6.27E+02,666.9373904,946.4668
1.274783,673.3576,1.70E+06,6.27E+02,666.9771392,946.5076
1.276054,673.3983,1.70E+06,6.27E+02,667.016888,946.5483
1.277325,673.4391,1.70E+06,6.27E+02,667.0566369,946.5891
1.278596,673.4799,1.69E+06,6.27E+02,667.0963857,946.6299
1.279867,673.5207,1.69E+06,6.27E+02,667.1361345,946.6707
1.281138,673.5616,1.69E+06,6.27E+02,667.1758834,946.7116
1.282409,673.6026,1.69E+06,6.27E+02,667.2156322,946.7526
1.28368,673.6437,1.68E+06,6.27E+02,667.255381,946.7937
1.284951,673.6849,1.68E+06,6.27E+02,667.2951298,946.8349
1.286222,673.7262,1.68E+06,6.27E+02,667.3348787,946.8762
1.287493,673.7676,1.67E+06,6.27E+02,667.3746275,946.9176
1.288764,673.8091,1.67E+06,6.27E+02,667.4143763,946.9591
1.290035,673.8509,1.67E+06,6.27E+02,667.4541252,947.0009
1.291306,673.8927,1.67E+06,6.27E+02,667.493874,947.0427
1.292577,673.9348,1.66E+06,6.27E+02,667.5336228,947.0848
1.293848,673.9769,1.66E+06,6.27E+02,667.5733717,947.1269
1.295119,674.0192,1.66E+06,6.27E+02,667.6131205,947.1692
1.29639,674.0615,1.66E+06,6.27E+02,667.6528693,947.2115
1.297661,674.104,1.65E+06,6.27E+02,667.6926182,947.254
1.298932,674.1464,1.65E+06,6.27E+02,667.732367,947.2964
1.300203,674.189,1.65E+06,6.27E+02,667.7721158,947.339
1.301473,674.2316,1.64E+06,6.27E+02,667.8118334,947.3816
1.302744,674.2741,1.64E+06,6.27E+02,667.8515822,947.4241
1.304015,674.3167,1.64E+06,6.27E+02,667.891331,947.4667
1.305286,674.3593,1.64E+06,6.27E+02,667.9310799,947.5093
1.306557,674.4018,1.63E+06,6.27E+02,667.9708287,947.5518
1.307828,674.4442,1.63E+06,6.27E+02,668.0105775,947.5942
1.309099,674.4866,1.63E+06,6.27E+02,668.0503264,947.6366
1.31037,674.5289,1.63E+06,6.27E+02,668.0900752,947.6789
1.311641,674.5712,1.62E+06,6.27E+02,668.129824,947.7212
1.312912,674.6133,1.62E+06,6.27E+02,668.1695729,947.7633
1.314183,674.6552,1.62E+06,6.27E+02,668.2093217,947.8052
1.315454,674.697,1.62E+06,6.27E+02,668.2490705,947.847
1.316725,674.7387,1.61E+06,6.27E+02,668.2888193,947.8887
1.317996,674.7801,1.61E+06,6.27E+02,668.3285682,947.9301
1.319267,674.8214,1.61E+06,6.27E+02,668.368317,947.9714
1.320538,674.8624,1.60E+06,6.27E+02,668.4080658,948.0124
1.321809,674.9032,1.60E+06,6.27E+02,668.4478147,948.0532
1.32308,674.9438,1.60E+06,6.27E+02,668.4875635,948.0938
1.324351,674.9841,1.60E+06,6.27E+02,668.5273123,948.1341
1.325622,675.0241,1.59E+06,6.27E+02,668.5670612,948.1741
1.326893,675.0639,1.59E+06,6.27E+02,668.60681,948.2139
1.328164,675.1033,1.59E+06,6.27E+02,668.6465588,948.2533
1.329435,675.1423,1.58E+06,6.27E+02,668.6863077,948.2923
1.330706,675.1811,1.58E+06,6.27E+02,668.7260565,948.3311
1.331977,675.2195,1.58E+06,6.27E+02,668.7658053,948.3695
1.333248,675.2575,1.57E+06,6.27E+02,668.8055542,948.4075
1.334519,675.2952,1.57E+06,6.27E+02,668.845303,948.4452
1.33579,675.3326,1.57E+06,6.27E+02,668.8850518,948.4826
1.337061,675.3696,1.57E+06,6.27E+02,668.9248006,948.5196
1.338332,675.4065,1.56E+06,6.27E+02,668.9645495,948.5565
1.339603,675.443,1.56E+06,6.27E+02,669.0042983,948.593
1.340874,675.4793,1.56E+06,6.27E+02,669.0440471,948.6293
1.342145,675.5154,1.55E+06,6.27E+02,669.083796,948.6654
1.343416,675.5512,1.55E+06,6.27E+02,669.1235448,948.7012
1.344686,675.5869,1.55E+06,6.27E+02,669.1632624,948.7369
1.345957,675.6224,1.54E+06,6.27E+02,669.2030112,948.7724
1.347228,675.6578,1.54E+06,6.27E+02,669.24276,948.8078
1.348499,675.693,1.54E+06,6.27E+02,669.2825088,948.843
1.34977,675.7282,1.53E+06,6.27E+02,669.3222577,948.8782
1.351041,675.7632,1.53E+06,6.27E+02,669.3620065,948.9132
1.352312,675.7981,1.52E+06,6.27E+02,669.4017553,948.9481
1.353583,675.833,1.52E+06,6.27E+02,669.4415042,948.983
1.354854,675.8678,1.52E+06,6.27E+02,669.481253,949.0178
1.356125,675.9027,1.51E+06,6.27E+02,669.5210018,949.0527
1.357396,675.9375,1.51E+06,6.27E+02,669.5607507,949.0875
1.358667,675.9723,1.51E+06,6.27E+02,669.6004995,949.1223
1.359938,676.0071,1.50E+06,6.27E+02,669.6402483,949.1571
1.361209,676.042,1.50E+06,6.27E+02,669.6799972,949.192
1.36248,676.077,1.50E+06,6.27E+02,669.719746,949.227
1.363751,676.1121,1.49E+06,6.27E+02,669.7594948,949.2621
1.365022,676.1472,1.49E+06,6.27E+02,669.7992436,949.2972
1.366293,676.1825,1.49E+06,6.27E+02,669.8389925,949.3325
1.367564,676.2179,1.48E+06,6.27E+02,669.8787413,949.3679
1.368835,676.2535,1.48E+06,6.27E+02,669.9184901,949.4035
1.370106,676.2893,1.48E+06,6.27E+02,669.958239,949.4393
1.371377,676.3252,1.47E+06,6.27E+02,669.9979878,949.4752
1.372648,676.3614,1.47E+06,6.27E+02,670.0377366,949.5114
1.373919,676.3977,1.47E+06,6.27E+02,670.0774855,949.5477
1.37519,676.4343,1.46E+06,6.27E+02,670.1172343,949.5843
1.376461,676.4711,1.46E+06,6.27E+02,670.1569831,949.6211
1.377732,676.508,1.46E+06,6.27E+02,670.196732,949.658
1.379003,676.5451,1.45E+06,6.27E+02,670.2364808,949.6951
1.380274,676.5823,1.45E+06,6.27E+02,670.2762296,949.7323
1.381545,676.6195,1.45E+06,6.27E+02,670.3159785,949.7695
1.382816,676.6569,1.44E+06,6.27E+02,670.3557273,949.8069
1.384087,676.6942,1.44E+06,6.27E+02,670.3954761,949.8442
1.385358,676.7316,1.44E+06,6.27E+02,670.4352249,949.8816
1.386628,676.769,1.43E+06,6.27E+02,670.4749425,949.919
1.387899,676.8064,1.43E+06,6.27E+02,670.5146913,949.9564
1.38917,676.8437,1.43E+06,6.27E+02,670.5544402,949.9937
1.390441,676.8809,1.42E+06,6.27E+02,670.594189,950.0309
1.391712,676.918,1.42E+06,6.27E+02,670.6339378,950.068
1.392983,676.955,1.42E+06,6.27E+02,670.6736867,950.105
1.394254,676.9918,1.41E+06,6.27E+02,670.7134355,950.1418
1.395525,677.0285,1.41E+06,6.27E+02,670.7531843,950.1785
1.396796,677.065,1.41E+06,6.27E+02,670.7929331,950.215
1.398067,677.1013,1.40E+06,6.27E+02,670.832682,950.2513
1.399338,677.1373,1.40E+06,6.27E+02,670.8724308,950.2873
1.400609,677.173,1.40E+06,6.27E+02,670.9121796,950.323
1.40188,677.2085,1.39E+06,6.27E+02,670.9519285,950.3585
1.403151,677.2436,1.39E+06,6.27E+02,670.9916773,950.3936
1.404422,677.2784,1.39E+06,6.27E+02,671.0314261,950.4284
1.405693,677.3129,1.38E+06,6.27E+02,671.071175,950.4629
1.406964,677.347,1.38E+06,6.27E+02,671.1109238,950.497
1.408235,677.3806,1.38E+06,6.27E+02,671.1506726,950.5306
1.409506,677.4139,1.37E+06,6.27E+02,671.1904215,950.5639
1.410777,677.4466,1.37E+06,6.27E+02,671.2301703,950.5966
1.412048,677.4789,1.37E+06,6.27E+02,671.2699191,950.6289
1.413319,677.5107,1.36E+06,6.27E+02,671.309668,950.6607
1.41459,677.542,1.36E+06,6.27E+02,671.3494168,950.692
1.415861,677.5727,1.35E+06,6.27E+02,671.3891656,950.7227
1.417132,677.603,1.35E+06,6.27E+02,671.4289144,950.753
1.418403,677.6328,1.35E+06,6.27E+02,671.4686633,950.7828
1.419674,677.6621,1.34E+06,6.27E+02,671.5084121,950.8121
1.420945,677.691,1.34E+06,6.27E+02,671.5481609,950.841
1.422216,677.7196,1.34E+06,6.27E+02,671.5879098,950.8696
1.423487,677.7478,1.33E+06,6.27E+02,671.6276586,950.8978
1.424758,677.7757,1.33E+06,6.27E+02,671.6674074,950.9257
1.426029,677.8033,1.32E+06,6.27E+02,671.7071563,950.9533
1.4273,677.8307,1.32E+06,6.27E+02,671.7469051,950.9807
1.428571,677.8578,1.32E+06,6.27E+02,671.7866539,951.0078
1.429841,677.8847,1.31E+06,6.27E+02,671.8263715,951.0347
1.431112,677.9115,1.31E+06,6.27E+02,671.8661203,951.0615
1.432383,677.9382,1.30E+06,6.27E+02,671.9058691,951.0882
1.433654,677.9647,1.30E+06,6.27E+02,671.945618,951.1147
1.434925,677.9912,1.30E+06,6.27E+02,671.9853668,951.1412
1.436196,678.0176,1.29E+06,6.27E+02,672.0251156,951.1676
1.437467,678.044,1.29E+06,6.27E+02,672.0648645,951.194
1.438738,678.0705,1.28E+06,6.27E+02,672.1046133,951.2205
1.440009,678.0969,1.28E+06,6.27E+02,672.1443621,951.2469
1.44128,678.1235,1.28E+06,6.27E+02,672.184111,951.2735
1.442551,678.1502,1.27E+06,6.27E+02,672.2238598,951.3002
1.443822,678.177,1.27E+06,6.27E+02,672.2636086,951.327
1.445093,678.204,1.26E+06,6.27E+02,672.3033575,951.354
1.446364,678.2312,1.26E+06,6.27E+02,672.3431063,951.3812
1.447635,678.2586,1.26E+06,6.27E+02,672.3828551,951.4086
1.448906,678.2863,1.25E+06,6.27E+02,672.4226039,951.4363
1.450177,678.3143,1.25E+06,6.27E+02,672.4623528,951.4643
1.451448,678.3426,1.24E+06,6.27E+02,672.5021016,951.4926
1.452719,678.3712,1.24E+06,6.27E+02,672.5418504,951.5212
1.45399,678.4003,1.24E+06,6.27E+02,672.5815993,951.5503
1.455261,678.4297,1.23E+06,6.27E+02,672.6213481,951.5797
1.456532,678.4596,1.23E+06,6.27E+02,672.6610969,951.6096
1.457803,678.4899,1.22E+06,6.27E+02,672.7008458,951.6399
1.459074,678.5206,1.22E+06,6.27E+02,672.7405946,951.6706
1.460345,678.5516,1.22E+06,6.27E+02,672.7803434,951.7016
1.461616,678.5829,1.21E+06,6.27E+02,672.8200923,951.7329
1.462887,678.6143,1.21E+06,6.27E+02,672.8598411,951.7643
1.464158,678.646,1.20E+06,6.27E+02,672.8995899,951.796
1.465429,678.6777,1.20E+06,6.27E+02,672.9393387,951.8277
1.4667,678.7095,1.20E+06,6.27E+02,672.9790876,951.8595
1.467971,678.7412,1.19E+06,6.27E+02,673.0188364,951.8912
1.469242,678.7729,1.19E+06,6.27E+02,673.0585852,951.9229
1.470513,678.8045,1.18E+06,6.27E+02,673.0983341,951.9545
1.471783,678.836,1.18E+06,6.27E+02,673.1380516,951.986
1.473054,678.8672,1.18E+06,6.27E+02,673.1778005,952.0172
1.474325,678.8982,1.17E+06,6.27E+02,673.2175493,952.0482
1.475596,678.9288,1.17E+06,6.27E+02,673.2572981,952.0788
1.476867,678.9591,1.16E+06,6.27E+02,673.2970469,952.1091
1.478138,678.9889,1.16E+06,6.27E+02,673.3367958,952.1389
1.479409,679.0182,1.16E+06,6.27E+02,673.3765446,952.1682
1.48068,679.047,1.15E+06,6.27E+02,673.4162934,952.197
1.481951,679.0753,1.15E+06,6.27E+02,673.4560423,952.2253
1.483222,679.1028,1.14E+06,6.27E+02,673.4957911,952.2528
1.484493,679.1297,1.14E+06,6.27E+02,673.5355399,952.2797
1.485764,679.1559,1.14E+06,6.27E+02,673.5752888,952.3059
1.487035,679.1812,1.13E+06,6.27E+02,673.6150376,952.3312
1.488306,679.2057,1.13E+06,6.27E+02,673.6547864,952.3557
1.489577,679.2293,1.12E+06,6.27E+02,673.6945353,952.3793
1.490848,679.2519,1.12E+06,6.27E+02,673.7342841,952.4019
1.492119,679.2735,1.12E+06,6.27E+02,673.7740329,952.4235
1.49339,679.294,1.11E+06,6.27E+02,673.8137818,952.444
1.494661,679.3135,1.11E+06,6.27E+02,673.8535306,952.4635
1.495932,679.3317,1.10E+06,6.27E+02,673.8932794,952.4817
1.497203,679.3488,1.10E+06,6.27E+02,673.9330282,952.4988
1.498474,679.3645,1.10E+06,6.27E+02,673.9727771,952.5145
1.499745,679.379,1.09E+06,6.27E+02,674.0125259,952.529
1.501016,679.3924,1.09E+06,6.27E+02,674.0522747,952.5424
1.502287,679.4046,1.08E+06,6.27E+02,674.0920236,952.5546
1.503558,679.4158,1.08E+06,6.27E+02,674.1317724,952.5658
1.504829,679.426,1.07E+06,6.27E+02,674.1715212,952.576
1.5061,679.4352,1.07E+06,6.27E+02,674.2112701,952.5852
1.507371,679.4435,1.07E+06,6.27E+02,674.2510189,952.5935
1.508642,679.4509,1.06E+06,6.27E+02,674.2907677,952.6009
1.509913,679.4576,1.06E+06,6.27E+02,674.3305166,952.6076
1.511184,679.4636,1.05E+06,6.27E+02,674.3702654,952.6136
1.512455,679.4688,1.05E+06,6.27E+02,674.4100142,952.6188
1.513726,679.4735,1.04E+06,6.27E+02,674.449763,952.6235
1.514996,679.4775,1.04E+06,6.27E+02,674.4894806,952.6275
1.516267,679.4811,1.03E+06,6.27E+02,674.5292294,952.6311
1.517538,679.4842,1.03E+06,6.27E+02,674.5689783,952.6342
1.518809,679.4869,1.02E+06,6.27E+02,674.6087271,952.6369
1.52008,679.4893,1.02E+06,6.27E+02,674.6484759,952.6393
1.521351,679.4913,1.01E+06,6.27E+02,674.6882248,952.6413
1.522622,679.4932,1.01E+06,6.27E+02,674.7279736,952.6432
1.523893,679.4948,1.00E+06,6.27E+02,674.7677224,952.6448
1.525164,679.4964,9.99E+05,6.27E+02,674.8074713,952.6464
1.526435,679.4978,9.94E+05,6.27E+02,674.8472201,952.6478
1.527706,679.4993,9.88E+05,6.27E+02,674.8869689,952.6493
1.528977,679.5008,9.83E+05,6.27E+02,674.9267177,952.6508
1.530248,679.5023,9.77E+05,6.27E+02,674.9664666,952.6523
1.531519,679.5041,9.72E+05,6.27E+02,675.0062154,952.6541
1.53279,679.506,9.66E+05,6.27E+02,675.0459642,952.656
